"concept_code"	"display_name"	"review_applicability"	"product_form_basis"	"proposed_availability_georgia"	"availability_note_georgia"	"availability_evidence_georgia"	"proposed_availability_tobias"	"availability_note_tobias"	"availability_evidence_tobias"	"review_flags"	"approval_status"
"WAKAME"	"Wakame"	"APPLICABLE"	"Zarte grüne Braunalge mit mildem Meeresaroma, meist getrocknet erhältlich; nicht Kombu oder Nori."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WALNUT"	"Walnüsse"	"APPLICABLE"	"Walnusskerne mit herb-nussigem Geschmack und hohem Fettanteil; roh oder geröstet verwendbar."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WATER_CHESTNUT"	"Wasserkastanien"	"APPLICABLE"	"Knackige unterirdische Sprossknollen der Wasserkastanie, frisch oder in Dose; botanisch keine Nuss."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WATER_SPINACH"	"Wasserspinat oder Kangkong"	"APPLICABLE"	"Wasserspinat beziehungsweise Kangkong mit hohlen Stielen und zarten Blättern; nicht gewöhnlicher Spinat."	"SPECIALTY"	"Georgia: Kangkong ist nur über das frische beziehungsweise gekühlte Sortiment asiatischer Spezialmärkte in Köln/Düsseldorf realistisch; gewöhnlicher Spinat zählt nicht."	"EV08|EV09"	"DIFFICULT"	"Tobias: Frischer Kangkong ist im Rostocker Umfeld nicht verlässlich belegt, und die notwendige Frische-/Kühlzustellung aus weiter entfernten Asiamärkten ist schwankend; gewöhnlicher Spinat zählt nicht."	"EV08|EV09"	"PERSON_DIFFERENCE"	"PROPOSED_FOR_HUMAN_REVIEW"
"WATERCRESS"	"Brunnenkresse"	"APPLICABLE"	"Brunnenkresse mit saftigen Stielen und deutlich pfeffrigem Geschmack; roh oder kurz gegart verwendbar."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WATERMELON"	"Wassermelone"	"APPLICABLE"	"Wassermelone mit sehr saftigem, süßem Fruchtfleisch; kernarme und kernhaltige Sorten sind umfasst."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WHEAT_FLOUR"	"Weizenmehl"	"APPLICABLE"	"Mehl aus Weizen; Ausmahlungsgrad und Proteinanteil bleiben offen, nicht Hartweizengrieß."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WHEAT_NOODLES"	"Weizennudeln"	"APPLICABLE"	"Weizennudeln außerhalb der engeren italienischen Pasta-Familie; Dicke sowie Ei- und Alkalianteil bleiben wählbar."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WHEAT_PASTA"	"Weizenpasta"	"APPLICABLE"	"Offene Familie italienisch geprägter Weizenpasta; Form, frisch oder getrocknet und Ei-Anteil bleiben offen."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WHITE_ASPARAGUS"	"weißer Spargel"	"APPLICABLE"	"Unter Lichtabschluss gewachsener weißer Spargel mit mildem, leicht bitterem Aroma; vor dem Garen meist vollständig schälen."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WHITE_BEANS"	"weiße Bohnen"	"APPLICABLE"	"Offene Familie weißer Bohnen mit mildem Geschmack und cremiger Textur; Sorte und Größe bleiben wählbar."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WHITE_CABBAGE"	"Weißkohl"	"APPLICABLE"	"Fester Weißkohl mit knackigen, dicht geschichteten Blättern; roh, gegart oder fermentiert verwendbar."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WHITE_CHAMPIGNON"	"weiße Champignons"	"APPLICABLE"	"Frische weiße Zuchtchampignons mit mildem Pilzaroma; nicht braune oder konservierte Champignons."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WHITE_CHOCOLATE"	"weiße Schokolade"	"APPLICABLE"	"Kakaobutterbasierte Süßware mit Milch und Zucker, aber ohne Kakaomasse; nicht bloße Fettglasur."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WHITE_FISH"	"weißfleischiger Fisch"	"APPLICABLE"	"Offene Vorgabe für mageren bis mäßig fetten Fisch mit hellem, mildem Fleisch; Art und Zuschnitt bleiben wählbar."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WHITE_PEPPER"	"weißer Pfeffer"	"APPLICABLE"	"Reife, von der Fruchthülle befreite Pfefferkörner mit erdig-direkter Schärfe; ganz oder gemahlen verwendbar."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WHITE_SAUSAGE"	"Weißwurst"	"APPLICABLE"	"Helle Brühwurst nach Weißwurst-Art aus Kalb- und/oder Schweinefleisch; regionale Würzung und Garzustand variieren."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WHITE_SUGAR"	"Zucker"	"APPLICABLE"	"Raffinierter weißer Zucker als kristallines, weitgehend neutrales Süßungsmittel; Körnung bleibt offen."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WHITE_TEA"	"weißer Tee"	"APPLICABLE"	"Sehr wenig verarbeiteter Tee aus jungen Knospen und Blättern mit zartem, floralem Profil."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WHITE_VINEGAR"	"Branntweinessig"	"APPLICABLE"	"Klarer neutraler Branntweinessig mit direkter Säure; nicht automatisch hochkonzentrierte Essigessenz."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WHITE_WINE"	"Weißwein"	"APPLICABLE"	"Weißwein als Kochzutat; Rebsorte, Körper und Trockenheitsgrad bleiben offen, kein aromatisiertes Weingetränk."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WHITE_WINE_VINEGAR"	"Weißweinessig"	"APPLICABLE"	"Aus Weißwein vergorener Essig mit heller fruchtiger Säure; nicht Weißwein oder Reisessig."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WHOLEGRAIN_MUSTARD"	"körniger Senf"	"APPLICABLE"	"Senf mit sichtbaren ganzen oder grob gebrochenen Senfkörnern und körniger Textur; Schärfe bleibt offen."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WILD_BOAR"	"Wildschwein"	"APPLICABLE"	"Wildschweinfleisch mit kräftigem Wildaroma und meist dunklerem Fleisch als Hausschwein; Zuschnitt bleibt offen."	"PLANNED"	"Georgia: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, einen bekannten erreichbaren Fachladen oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	"PLANNED"	"Tobias: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, ein bekanntes Rostocker Fachsortiment oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WILD_RICE"	"Wildreis"	"APPLICABLE"	"Botanisch kein Reis, kulinarisch jedoch ein reisähnliches Getreideprodukt."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WONTON_WRAPPERS"	"Wonton-Teigblätter"	"APPLICABLE"	"Dünne quadratische Weizenteigblätter, meist mit Ei, zum Füllen als Wontons; nicht Reispapier."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WOOD_EAR"	"Mu-Err-Pilze"	"APPLICABLE"	"Mu-Err- beziehungsweise Judasohren mit elastisch-knackiger Textur und mildem Geschmack; meist getrocknet und eingeweicht."	"PLANNED"	"Georgia: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, einen bekannten erreichbaren Fachladen oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	"PLANNED"	"Tobias: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, ein bekanntes Rostocker Fachsortiment oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"WORCESTERSHIRE_SAUCE"	"Worcestersauce"	"APPLICABLE"	"Dünne britische fermentierte Würzsauce mit Säure, Süße, Gewürzen und typischerweise Sardellen; intensiv und sparsam dosiert."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"XO_SAUCE"	"XO-Sauce"	"APPLICABLE"	"Hongkonger ölbasierte Würzpaste mit getrockneten Meeresfrüchten, Chili und Aromaten; kräftig umamireich, nicht vegetarisch."	"PLANNED"	"Georgia: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, einen bekannten erreichbaren Fachladen oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	"PLANNED"	"Tobias: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, ein bekanntes Rostocker Fachsortiment oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
