"concept_code","display_name","challenge_specificity","direct_parent_codes","direct_child_codes","curator_note","review_applicability"
"WATERCRESS","Brunnenkresse","SPECIFIC","LEAFY_GREENS","","Brunnenkresse mit saftigen Stielen und deutlich pfeffrigem Geschmack; roh oder kurz gegart verwendbar.","APPLICABLE"
"WATERMELON","Wassermelone","SPECIFIC","MELONS","","Wassermelone mit sehr saftigem, süßem Fruchtfleisch; kernarme und kernhaltige Sorten sind umfasst.","APPLICABLE"
"WHEAT_FLOUR","Weizenmehl","SPECIFIC","FLOUR","","Mehl aus Weizen; Ausmahlungsgrad und Proteinanteil bleiben offen, nicht Hartweizengrieß.","APPLICABLE"
"WHEAT_NOODLES","Weizennudeln","SPECIFIC","NOODLES","","Weizennudeln außerhalb der engeren italienischen Pasta-Familie; Dicke sowie Ei- und Alkalianteil bleiben wählbar.","APPLICABLE"
"WHEAT_PASTA","Weizenpasta","OPEN","NOODLES","LASAGNE_SHEETS|ORZO|PENNE|SPAGHETTI","Offene Familie italienisch geprägter Weizenpasta; Form, frisch oder getrocknet und Ei-Anteil bleiben offen.","APPLICABLE"
"WHITE_ASPARAGUS","weißer Spargel","SPECIFIC","ASPARAGUS","","Unter Lichtabschluss gewachsener weißer Spargel mit mildem, leicht bitterem Aroma; vor dem Garen meist vollständig schälen.","APPLICABLE"
"WHITE_BEANS","weiße Bohnen","SPECIFIC","BEANS","","Offene Familie weißer Bohnen mit mildem Geschmack und cremiger Textur; Sorte und Größe bleiben wählbar.","APPLICABLE"
"WHITE_CABBAGE","Weißkohl","SPECIFIC","CABBAGE_VEGETABLES","","Fester Weißkohl mit knackigen, dicht geschichteten Blättern; roh, gegart oder fermentiert verwendbar.","APPLICABLE"
"WHITE_CHAMPIGNON","weiße Champignons","SPECIFIC","CHAMPIGNON","","Frische weiße Zuchtchampignons mit mildem Pilzaroma; nicht braune oder konservierte Champignons.","APPLICABLE"
"WHITE_CHOCOLATE","weiße Schokolade","SPECIFIC","CHOCOLATE","","Kakaobutterbasierte Süßware mit Milch und Zucker, aber ohne Kakaomasse; nicht bloße Fettglasur.","APPLICABLE"
"WHITE_FISH","weißfleischiger Fisch","OPEN","FISH","CATFISH|COD|HADDOCK|HAKE|HALIBUT|MONKFISH|PANGASIUS|PIKEPERCH|PLAICE|POLLOCK|REDFISH|SEA_BASS|SEA_BREAM|SOLE","Offene Vorgabe für mageren bis mäßig fetten Fisch mit hellem, mildem Fleisch; Art und Zuschnitt bleiben wählbar.","APPLICABLE"
"WHITE_PEPPER","weißer Pfeffer","SPECIFIC","PEPPER","","Reife, von der Fruchthülle befreite Pfefferkörner mit erdig-direkter Schärfe; ganz oder gemahlen verwendbar.","APPLICABLE"
"WHITE_SAUSAGE","Weißwurst","SPECIFIC","PORK|SAUSAGE|VEAL","","Helle Brühwurst nach Weißwurst-Art aus Kalb- und/oder Schweinefleisch; regionale Würzung und Garzustand variieren.","APPLICABLE"
"WHITE_SUGAR","Zucker","SPECIFIC","SWEETENERS","","Raffinierter weißer Zucker als kristallines, weitgehend neutrales Süßungsmittel; Körnung bleibt offen.","APPLICABLE"
"WHITE_TEA","weißer Tee","SPECIFIC","TEA","","Sehr wenig verarbeiteter Tee aus jungen Knospen und Blättern mit zartem, floralem Profil.","APPLICABLE"
"WHITE_VINEGAR","Branntweinessig","SPECIFIC","VINEGAR","","Klarer neutraler Branntweinessig mit direkter Säure; nicht automatisch hochkonzentrierte Essigessenz.","APPLICABLE"
"WHITE_WINE","Weißwein","SPECIFIC","COOKING_ALCOHOL","","Weißwein als Kochzutat; Rebsorte, Körper und Trockenheitsgrad bleiben offen, kein aromatisiertes Weingetränk.","APPLICABLE"
"WHITE_WINE_VINEGAR","Weißweinessig","SPECIFIC","VINEGAR","","Aus Weißwein vergorener Essig mit heller fruchtiger Säure; nicht Weißwein oder Reisessig.","APPLICABLE"
"WHOLEGRAIN_MUSTARD","körniger Senf","SPECIFIC","MUSTARD","","Senf mit sichtbaren ganzen oder grob gebrochenen Senfkörnern und körniger Textur; Schärfe bleibt offen.","APPLICABLE"
"WILD_BOAR","Wildschwein","SPECIFIC","GAME_MEAT","","Wildschweinfleisch mit kräftigem Wildaroma und meist dunklerem Fleisch als Hausschwein; Zuschnitt bleibt offen.","APPLICABLE"
"WILD_RICE","Wildreis","SPECIFIC","GRAINS|RICE_PRODUCTS","","Botanisch kein Reis, kulinarisch jedoch ein reisähnliches Getreideprodukt.","APPLICABLE"
"WONTON_WRAPPERS","Wonton-Teigblätter","SPECIFIC","DUMPLING_WRAPPERS","","Dünne quadratische Weizenteigblätter, meist mit Ei, zum Füllen als Wontons; nicht Reispapier.","APPLICABLE"
"WOOD_EAR","Mu-Err-Pilze","SPECIFIC","MUSHROOMS","","Mu-Err- beziehungsweise Judasohren mit elastisch-knackiger Textur und mildem Geschmack; meist getrocknet und eingeweicht.","APPLICABLE"
"WORCESTERSHIRE_SAUCE","Worcestersauce","SPECIFIC","FERMENTED_SEASONINGS|READY_SAUCES_AND_PASTES","","Dünne britische fermentierte Würzsauce mit Säure, Süße, Gewürzen und typischerweise Sardellen; intensiv und sparsam dosiert.","APPLICABLE"
"XO_SAUCE","XO-Sauce","SPECIFIC","READY_SAUCES_AND_PASTES","","Hongkonger ölbasierte Würzpaste mit getrockneten Meeresfrüchten, Chili und Aromaten; kräftig umamireich, nicht vegetarisch.","APPLICABLE"
"YAM","Yamswurzel","SPECIFIC","ROOT_VEGETABLES|STARCHES","UBE","Stärkereiche Yamsknolle der Gattung Dioscorea; Sorte bleibt offen, nicht Süßkartoffel oder Ube.","APPLICABLE"
"YEAST_EXTRACT","Hefeextrakt","SPECIFIC","FERMENTED_SEASONINGS|READY_SAUCES_AND_PASTES","","Konzentrierter Hefeextrakt als salzig-umamireiche Paste oder Würze; nicht aktive Hefe oder Hefeflocken.","APPLICABLE"
"YELLOW_BELL_PEPPER","gelbe Paprika","SPECIFIC","BELL_PEPPER","","Reif gelbe Gemüsepaprika mit mildem, süß-fruchtigem Geschmack; nicht scharfe gelbe Chili.","APPLICABLE"
"YELLOW_LENTILS","gelbe Linsen","SPECIFIC","LENTILS","","Gelbe geschälte Linsen mit kurzer Garzeit und cremig zerfallender Textur; konkrete Hülsenfruchtvariante kann regional variieren.","APPLICABLE"
"YELLOW_SPLIT_PEAS","gelbe Schälerbsen","SPECIFIC","SPLIT_PEAS","","Getrocknete gelbe geschälte und halbierte Erbsen; für Suppen, Pürees und Eintöpfe geeignet.","APPLICABLE"
"YOGURT","Joghurt","SPECIFIC","CULTURED_DAIRY|FRESH_DAIRY_PRODUCTS","GREEK_YOGURT","Durch Milchsäurekulturen gesäuerte Milch mit cremiger bis stichfester Textur; natur und ohne prägende Zusätze gemeint.","APPLICABLE"
"YUZU","Yuzu","SPECIFIC","CITRUS_FRUIT","","Ostasiatische Zitrusfrucht mit intensiv floral-herbem Aroma; meist Saft und Schale, frisch oder ungesüßt konserviert.","APPLICABLE"
"ZAATAR","Za’atar","SPECIFIC","SPICE_BLENDS","","Levantinische Gewürzmischung typischerweise aus Za’atar-Kraut beziehungsweise Thymian, Sumach, Sesam und Salz; Rezepturen variieren.","APPLICABLE"
"ZUCCHINI","Zucchini","SPECIFIC","FRUIT_VEGETABLES","","Zucchini als mildes, saftiges Fruchtgemüse; grüne und gelbe sowie längliche und runde Sorten sind umfasst.","APPLICABLE"
