concept_code,display_name,active,random_draw_enabled,challenge_specificity,current_cooking_novelty,current_availability_georgia,current_availability_tobias,current_base_draw_weight,direct_parent_codes,direct_child_codes,curator_note,proposed_review_applicability,proposed_cooking_novelty,proposed_availability_georgia,proposed_availability_tobias,proposed_base_draw_weight_review,review_rationale,evidence,approval_status
SUNFLOWER_SEEDS,Sonnenblumenkerne,true,true,SPECIFIC,1,EASY,EASY,0.6500,SEEDS,,"Sonnenblumenkerne mit mild-nussigem Geschmack; geschält, roh oder geröstet verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SUN_DRIED_TOMATO,getrocknete Tomaten,true,true,SPECIFIC,2,EASY,EASY,0.7000,TOMATO|TOMATO_PRODUCTS,,Durch Trocknung konzentrierte Tomaten mit süß-säuerlichem Umami; trocken oder in Öl eingelegt verwendbar.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SURIMI,Surimi,true,true,SPECIFIC,2,EASY,EASY,0.6500,FISH,,"Gegartes geformtes Fischmusprodukt, häufig als Krebsfleischimitat; nicht echtes Krabbenfleisch.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SUSHI_RICE,Sushireis,true,true,SPECIFIC,1,EASY,EASY,0.6500,RICE,,"Japanischer Rundkornreis mit haftender Textur, üblicherweise nach dem Garen gewürzt; nicht beliebiger Klebreis.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SWEETENERS,Süßungsmittel,true,false,OPEN,1,EASY,EASY,0.3500,,BROWN_SUGAR|CONDENSED_MILK|HONEY|KECAP_MANIS|MIRIN|MOLASSES|PALM_SUGAR|SYRUP|WHITE_SUGAR,"Offene Vorgabe für Zucker, Sirupe, Honig und andere kulinarische Süßungsmittel; Form und Eigengeschmack bleiben offen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SWEET_PAPRIKA_POWDER,Paprikapulver edelsüß,true,false,SPECIFIC,1,EASY,EASY,0.7000,PAPRIKA_POWDER,,Mildes süßlich-fruchtiges Paprikapulver ohne prägende Schärfe oder Räucherung.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SWEET_POTATO,Süßkartoffel,true,true,SPECIFIC,1,EASY,EASY,0.9000,ROOT_VEGETABLES|STARCHES,,"Stärkereiche Süßkartoffelknolle mit süßlichem Geschmack; orange, violette und helle Sorten sind umfasst, nicht Yams.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SWORDFISH,Schwertfisch,true,true,SPECIFIC,4,PLANNED,DIFFICULT,0.3500,FISH,,"Schwertfisch mit festem, fleischigem und eher magerem Fischfleisch; meist als Steak oder Filet verwendet.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
SYRUP,Sirup,true,true,OPEN,1,EASY,EASY,0.5000,SWEETENERS,AGAVE_SYRUP|DATE_SYRUP|LIEGE_SYRUP|MAPLE_SYRUP|POMEGRANATE_MOLASSES,Offene Familie dick- oder dünnflüssiger konzentrierter Sirupe zur Süßung oder Würzung. Umfasst pflanzen- und fruchtbasierte Sirupe sowie vergleichbare konzentrierte Fruchtsirupe; nicht jedes flüssige Süßungsmittel ist automatisch ein Sirup.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
TABLEA,Tablea oder Tableya,true,true,SPECIFIC,4,PLANNED,DIFFICULT,0.2500,COCOA_PRODUCTS,,"Philippinische gepresste beziehungsweise geformte Kakaomasse aus gerösteten und gemahlenen Kakaobohnen, traditionell insbesondere für Tsokolate. Gemeint ist reine oder nur gering gesüßte Tablea; nicht Kakaopulver oder gewöhnliche Tafelschokolade.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
TAHINI,Tahini,true,true,SPECIFIC,2,EASY,EASY,0.6500,NUT_AND_SEED_PASTES|SESAME_SEEDS,,"Fein vermahlene Sesampaste, meist aus geschältem und geröstetem oder ungeröstetem Sesam; nicht fertige Tahinisauce.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
TAI_PLA,Tai Pla,true,true,SPECIFIC,5,DIFFICULT,DIFFICULT,0.1200,FERMENTED_SEASONINGS|READY_SAUCES_AND_PASTES,,"Sehr intensive südthailändische Würze aus salzfermentierten Fischinnereien, vor allem als Basis für Kaeng Tai Pla. Nicht Fischsauce, Pla Ra oder bloß rohe Fischinnereien.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
TAMARI,Tamari,true,true,SPECIFIC,3,EASY,PLANNED,0.4000,SOY_SAUCE,,Japanische Sojasauce mit hohem Soja- und meist geringem oder keinem Weizenanteil; kräftig und umamireich.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
TAMARIND,Tamarinde,true,true,SPECIFIC,4,EASY,EASY,0.3000,TROPICAL_FRUIT,,"Säuerliche Frucht, in Deutschland für die Küche meist als Paste, Block oder Konzentrat erhältlich.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
TAPENADE,Tapenade,true,true,SPECIFIC,3,PLANNED,PLANNED,0.4500,OLIVES|READY_SAUCES_AND_PASTES,,Mediterrane Olivenpaste mit typischerweise Kapern und häufig Sardellen; konkrete Olivensorte und Würzung variieren.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
TAPIOCA_STARCH,Tapiokastärke,true,true,SPECIFIC,2,EASY,EASY,0.5000,STARCH_BINDERS,,Feine Stärke aus Maniok mit starker Bindung und elastischer Texturwirkung; nicht ganze Maniokwurzel.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
TARO,Taro,true,true,SPECIFIC,3,PLANNED,PLANNED,0.4500,ROOT_VEGETABLES|STARCHES,,Stärkereiche Taroknolle mit mild-nussigem Geschmack; nur geschält und vollständig gegart verwenden.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
TARRAGON,Estragon,true,true,SPECIFIC,2,EASY,EASY,0.5000,FRESH_HERBS,,"Estragonblätter mit anisartigem, leicht bitterem Aroma; frisch oder getrocknet verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
TEA,Tee,true,true,OPEN,2,EASY,EASY,0.3000,,BLACK_TEA|GREEN_TEA|OOLONG_TEA|WHITE_TEA,"Offene Vorgabe für Aufguss und Blattmaterial der Teepflanze; Oxidation, Röstung und Sorte bleiben wählbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
TEMPEH,Tempeh,true,true,SPECIFIC,2,EASY,EASY,0.7500,PLANT_PROTEIN_PRODUCTS|SOY_PRODUCTS,,Fester fermentierter Kuchen aus ganzen Sojabohnen mit nussigem Aroma und gutem Biss; nicht Tofu oder texturiertes Sojaprotein.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
TERIYAKI_SAUCE,Teriyakisauce,true,true,SPECIFIC,2,EASY,EASY,0.4500,READY_SAUCES_AND_PASTES,,Japanisch geprägte süß-salzige Glasur- und Würzsauce auf Sojasaucenbasis; Dicke und Süße variieren.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
THAI_BASIL,Thai-Basilikum,true,true,SPECIFIC,2,EASY,PLANNED,0.5500,BASIL,,Thai-Basilikum mit anis- beziehungsweise lakritzartigem Aroma und festerem Blatt; nicht gewöhnliches süßes Basilikum.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
THAI_EGGPLANT,Thai-Aubergine,true,true,SPECIFIC,4,PLANNED,DIFFICULT,0.3000,EGGPLANT,,"Kleine runde Thai-Auberginen, meist grün-weiß und fest, die in Currys ihre Form behalten und leicht herb schmecken. Nicht mit Erbsenauberginen gleichsetzen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
THAI_GREEN_CURRY_PASTE,grüne Thai-Currypaste,true,true,SPECIFIC,2,EASY,EASY,0.4500,READY_CURRY_PASTE,,"Grüne Thai-Currypaste mit frischen grünen Chilis, Kräutern und Aromaten; Markenrezepturen variieren.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
THAI_RED_CURRY_PASTE,rote Thai-Currypaste,true,true,SPECIFIC,2,EASY,EASY,0.4500,READY_CURRY_PASTE,,"Rote Thai-Currypaste auf Basis getrockneter roter Chilis, Aromaten und Gewürzen; Markenrezepturen variieren.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
THAI_YELLOW_CURRY_PASTE,gelbe Thai-Currypaste,true,true,SPECIFIC,3,PLANNED,PLANNED,0.4000,READY_CURRY_PASTE,,Gelbe Thai-Currypaste mit Kurkuma und warmen Gewürzen neben Chili und Aromaten; nicht Currypulver.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
THYME,Thymian,true,true,SPECIFIC,1,EASY,EASY,0.6500,FRESH_HERBS,,Thymianblätter mit kräftig herb-würzigem Aroma; frisch oder getrocknet verwendbar.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
TOFU,Tofu,true,true,SPECIFIC,1,EASY,EASY,1.0000,PLANT_PROTEIN_PRODUCTS|SOY_PRODUCTS,FERMENTED_TOFU|FIRM_TOFU|SILKEN_TOFU|SMOKED_TOFU,"Geronnener Sojabohnenquark; Festigkeit und Wassergehalt bleiben offen, fermentierte und geräucherte Formen sind getrennt.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
TOMATILLO,Tomatillo,true,true,SPECIFIC,4,PLANNED,DIFFICULT,0.3000,FRUIT_VEGETABLES,,"Grüne bis gelbliche Physalis-Verwandte mit papierartiger Hülle und frischer, deutlich säuerlicher Frucht; nicht grüne Tomate.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
TOMATO,Tomate,true,true,SPECIFIC,1,EASY,EASY,1.0000,FRUIT_VEGETABLES,CANNED_TOMATOES|CHERRY_TOMATO|SUN_DRIED_TOMATO|TOMATO_PASSATA,"Frische Tomate als saftig-säuerliches Fruchtgemüse; Sorte, Farbe und Größe bleiben offen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
TOMATO_PASSATA,passierte Tomaten,true,true,SPECIFIC,1,EASY,EASY,0.8000,TOMATO|TOMATO_PRODUCTS,,"Fein passierte, unkonzentrierte Tomaten ohne Schale und Kerne; nicht Tomatensauce oder Tomatenmark.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
TOMATO_PASTE,Tomatenmark,true,true,SPECIFIC,1,EASY,EASY,0.7000,TOMATO_PRODUCTS,,"Stark konzentriertes Tomatenpüree mit dichtem Umami; einfach bis mehrfach konzentriert, nicht Ketchup.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
TOMATO_PRODUCTS,Tomatenprodukt,true,false,OPEN,1,EASY,EASY,0.5000,,CANNED_TOMATOES|KETCHUP|SUN_DRIED_TOMATO|TOMATO_PASSATA|TOMATO_PASTE|TOMATO_SAUCE,"Offene Vorgabe für verarbeitete Tomatenprodukte wie Konserve, Passata, Mark oder schlichte Sauce.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
TOMATO_SAUCE,einfache Tomatensauce,true,true,SPECIFIC,1,EASY,EASY,0.6000,READY_SAUCES_AND_PASTES|TOMATO_PRODUCTS,,Schlichte fertige Tomatensauce ohne Bindung an eine konkrete Gewürzrichtung.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
TORTILLA,Tortilla,true,true,SPECIFIC,1,EASY,EASY,0.7000,BREAD,,Dünnes ungesäuertes Fladenbrot aus nixtamalisiertem Mais oder Weizen; nicht spanische Eier-Kartoffel-Tortilla.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
TRIPE,Kutteln,true,true,SPECIFIC,5,DIFFICULT,DIFFICULT,0.1800,BEEF|OFFAL,,"Gereinigte essbare Vormägen, meist vom Rind, mit fester wabenartiger Textur; ausreichend vorgaren.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
TROPICAL_FRUIT,Tropenfrucht,true,true,OPEN,2,EASY,EASY,0.5500,FRUIT,AVOCADO|BANANA|CALAMANSI|COCONUT|DRAGON_FRUIT|GAC_FRUIT|GUAVA|JACKFRUIT|LYCHEE|MANGO|PAPAYA|PASSION_FRUIT|PINEAPPLE|PLANTAIN|STARFRUIT|TAMARIND,"Offene Vorgabe für kulinarisch als tropisch verstandenes Obst; Art, Reife und Säure-Süße-Profil bleiben wählbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
TROUT,Forelle,true,true,SPECIFIC,1,EASY,EASY,0.9000,OILY_FISH,SMOKED_TROUT,"Forelle als fettreicher Süßwasserfisch mit zartem Fleisch; frisch oder tiefgekühlt, nicht geräuchert.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
TROUT_ROE,Forellenrogen,true,true,SPECIFIC,5,DIFFICULT,DIFFICULT,0.2200,FISH_ROE,,"Forellenrogen mit kleinen orangefarbenen, salzig platzenden Eiern; meist leicht gesalzen erhältlich.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
TRUFFLE,Trüffel,true,true,SPECIFIC,5,DIFFICULT,DIFFICULT,0.1200,MUSHROOMS,,Essbare Trüffel mit intensiv erdigem Aroma; frisch oder als hochwertiges Produkt mit erkennbarem Trüffelanteil verwendbar.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
TUNA,Thunfisch,true,true,SPECIFIC,2,EASY,EASY,0.7500,FISH,CANNED_TUNA,"Gemeint ist Thunfisch als eigenständige Kochzutat, nicht zwingend Dosenware.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
TURKEY,Pute,true,true,SPECIFIC,1,EASY,EASY,0.8500,POULTRY,TURKEY_BREAST|TURKEY_MINCE,"Putenfleisch ohne Festlegung auf Brust, Keule oder Hack; Zuschnitt und Fettanteil bleiben offen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
TURKEY_BREAST,Putenbrust,true,true,SPECIFIC,1,EASY,EASY,0.9000,TURKEY,,"Mageres helles Brustfleisch der Pute; als Filet, Schnitzel oder größeres Stück verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
TURKEY_MINCE,Putenhack,true,true,SPECIFIC,2,EASY,EASY,0.7500,MINCED_MEAT|TURKEY,,Zerkleinertes Putenfleisch mit geringem bis mittlerem Fettanteil; nicht gemischtes Geflügelhack.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
TURMERIC,Kurkuma,true,true,SPECIFIC,1,EASY,EASY,0.6000,SPICES,,Getrocknetes gemahlenes Kurkuma mit erdig-warmem Aroma und starker gelber Färbung; nicht frisches Rhizom.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
TURNIP,Speiserübe,true,true,SPECIFIC,2,PLANNED,PLANNED,0.6000,ROOT_VEGETABLES,,"Speiserübe mit weißem bis gelblichem, mild scharfem Wurzelfleisch; nicht Steckrübe.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
TURRON,Turrón,true,true,OPEN,3,PLANNED,PLANNED,0.3500,CONFECTIONERY,,Spanische Turrón-Süßwarenfamilie; umfasst insbesondere klassische harte und weiche nussbasierte Varianten wie Alicante und Jijona sowie etablierte weitere Ausprägungen. Nicht generisch jedes Nougat.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
TVP,Sojagranulat,true,true,SPECIFIC,2,EASY,EASY,0.6500,PLANT_PROTEIN_PRODUCTS|SOY_PRODUCTS,,"Texturiertes Sojaprotein, häufig als Granulat oder Schnetzel verkauft.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
TWAROG,Twaróg,true,true,SPECIFIC,2,PLANNED,PLANNED,0.5500,QUARK,,"Polnischer frischer Sauermilch- oder Bruchkäse mit krümeligem bis cremigem Gefüge; Quark ist als Ersatz ähnlich, aber nicht identisch. Nicht mit körnigem Hüttenkäse gleichsetzen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
UBE,Ube,true,true,SPECIFIC,4,PLANNED,DIFFICULT,0.3500,YAM,,"Violette Yamswurzel mit mild-süßlichem, nussigem Aroma; frisch, tiefgekühlt oder als ungesüßtes Püree, nicht violette Süßkartoffel.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
UDON,Udon,true,true,SPECIFIC,2,EASY,EASY,0.6500,NOODLES,,"Dicke japanische Weizennudeln mit weichem, elastischem Biss; frisch, gefroren oder getrocknet verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
VANILLA,Vanille,true,true,SPECIFIC,2,EASY,EASY,0.3500,SPICES,,"Echte Vanille als Schote, Mark oder reiner Extrakt mit floral-süßem Aroma; nicht Vanillinzucker.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
VEAL,Kalbfleisch,true,true,OPEN,2,EASY,EASY,0.5500,MEAT,VEAL_CHEEK|VEAL_CHOP|VEAL_CUTLET|VEAL_GOULASH|VEAL_LIVER|VEAL_MINCE|VEAL_ROAST|VEAL_SHANK|VEAL_STEAK|VEAL_STRIPS|VEAL_SWEETBREAD|WHITE_SAUSAGE,"Offene Vorgabe für Kalbfleisch; Zuschnitt, Fettanteil und Garmethode bleiben bewusst wählbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
VEAL_CHEEK,Kalbsbäckchen,true,true,SPECIFIC,3,DIFFICULT,DIFFICULT,0.3000,VEAL,,"Kleines, stark beanspruchtes Muskelstück aus der Backe mit viel Kollagen und feiner Faser. Es benötigt langes Schmoren, wird dann sehr zart und ergibt eine kräftige, gelatinebetonte Sauce.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
VEAL_CHOP,Kalbskotelett,true,true,SPECIFIC,2,PLANNED,PLANNED,0.5000,VEAL,,Knochenhaltige Scheibe aus dem Kalbsrücken beziehungsweise Karree mit magerem Fleischauge und meist etwas Randfett. Sie wird kurz gebraten oder gegrillt; der Knochen grenzt sie vom ausgelösten Kalbssteak ab.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
VEAL_CUTLET,Kalbsschnitzel,true,true,SPECIFIC,2,PLANNED,PLANNED,0.5500,VEAL,,"Dünne Kalbfleischscheibe für Schnitzel; paniert oder unpaniert, gemeint ist der Zuschnitt.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
VEAL_GOULASH,Kalbsgulasch,true,true,SPECIFIC,2,PLANNED,PLANNED,0.5500,VEAL,,Rohe Würfel oder grobe Stücke vom Kalb für Ragouts und andere langsam gegarte Gerichte; nicht das fertig gewürzte Gericht. Bindegewebsreichere Zuschnitte werden durch Schmoren zart und geben der Sauce Körper.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
VEAL_LIVER,Kalbsleber,true,true,SPECIFIC,4,PLANNED,DIFFICULT,0.3000,OFFAL|VEAL,,Zarte Kalbsleber mit milderem Geschmack als Rinderleber; kurze Garung bewahrt die weiche Textur.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
VEAL_MINCE,Kalbshackfleisch,true,true,SPECIFIC,3,DIFFICULT,DIFFICULT,0.4000,MINCED_MEAT|VEAL,,"Gewolftes Kalbfleisch mit mildem Geschmack und meist geringerem Fettanteil als gemischtes Hack. Es eignet sich etwa für Füllungen, Klöße, Frikadellen oder Saucen, verlangt wegen seiner mageren Struktur aber vorsichtige Garung.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
VEAL_ROAST,Kalbsbraten,true,true,SPECIFIC,2,PLANNED,PLANNED,0.5000,VEAL,,Größeres zusammenhängendes Stück Kalbfleisch zum Braten oder Schmoren; der anatomische Zuschnitt bleibt bewusst offen. Garmethode und Garzeit richten sich nach Fett- und Bindegewebsanteil des gewählten Stücks.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
VEAL_SHANK,Kalbshaxe,true,true,SPECIFIC,3,PLANNED,DIFFICULT,0.3500,VEAL,,Quergeschnittene oder ganze Kalbshaxe mit Knochen und Kollagen; für langsames Schmoren wie bei Ossobuco geeignet.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
VEAL_STEAK,Kalbssteak,true,true,SPECIFIC,2,PLANNED,PLANNED,0.5500,VEAL,,"Dicke, ausgelöste Scheibe aus einem zarten Kalbsteilstück, etwa Rücken oder Hüfte; nicht das dünne Kalbsschnitzel. Sie eignet sich zum kurzen Braten oder Grillen und sollte wegen ihrer mageren, feinen Struktur nicht übergart werden.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
VEAL_STRIPS,Kalbsgeschnetzeltes,true,true,SPECIFIC,2,PLANNED,PLANNED,0.6000,VEAL,,"In schmale Streifen geschnittenes, meist mageres Kalbfleisch zum sehr kurzen Anbraten. Gemeint ist der rohe Zuschnitt; eine Sauce oder ein bestimmtes Gericht wie Zürcher Geschnetzeltes ist nicht vorgegeben.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
VEAL_SWEETBREAD,Kalbsbries,true,true,SPECIFIC,3,DIFFICULT,DIFFICULT,0.2000,OFFAL|VEAL,,"Kalbsbries bezeichnet eine zarte Drüse des jungen Kalbes, vor allem den Thymus, mit feiner, cremiger Textur. Vor der Zubereitung wird es meist gewässert, blanchiert und von Häuten befreit; es ist weder Hirn noch gewöhnliches Muskelfleisch.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
VEGETABLES,Gemüse,true,false,OPEN,1,EASY,EASY,0.4500,,ALLIUM_VEGETABLES|CABBAGE_VEGETABLES|FLOWER_VEGETABLES|FRUIT_VEGETABLES|LEAFY_GREENS|MUSHROOMS|POD_VEGETABLES|ROOT_VEGETABLES|SEAWEED|SPROUTS|STEM_VEGETABLES,Offene Vorgabe für kulinarisch als Gemüse verwendete Pflanzen und Pflanzenteile; Art und Textur bleiben wählbar.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
VEGETABLE_STOCK,Gemüsebrühe,true,true,SPECIFIC,1,EASY,EASY,0.5500,STOCKS,,Pflanzliche Brühe oder Fond aus Gemüse und Aromaten; selbst gekocht oder als schlichtes Fertigprodukt verwendbar.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
VENISON,Hirschfleisch,true,true,SPECIFIC,3,PLANNED,PLANNED,0.4000,GAME_MEAT,,"Hirschfleisch mit magerem, kräftigem Wildaroma; konkrete Hirschart und Zuschnitt bleiben offen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
VIETNAMESE_CORIANDER,vietnamesischer Koriander,true,true,SPECIFIC,5,DIFFICULT,DIFFICULT,0.2500,FRESH_HERBS,,Vietnamesischer Koriander beziehungsweise Rau răm mit pfeffrig-zitrischem Aroma; botanisch kein echter Koriander.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
VIETNAMESE_SOYBEAN_PASTE,Tương oder vietnamesische Sojabohnenpaste,true,true,OPEN,4,PLANNED,DIFFICULT,0.3000,FERMENTED_SEASONINGS|READY_SAUCES_AND_PASTES|SOY_PRODUCTS,,"Vietnamesische fermentierte Würze aus Sojabohnen, häufig mit Reis beziehungsweise Klebreis und Salz; je nach regionaler Form dickflüssig bis pastös. Nicht mit flüssiger Sojasauce, Miso oder Hoisinsauce gleichsetzen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
VINEGAR,Essig,true,true,OPEN,1,EASY,EASY,0.4500,,APPLE_CIDER_VINEGAR|BALSAMIC_VINEGAR|BLACK_VINEGAR|COCONUT_VINEGAR|MALT_VINEGAR|NIPA_PALM_VINEGAR|RED_WINE_VINEGAR|RICE_VINEGAR|SHERRY_VINEGAR|SUGARCANE_VINEGAR|WHITE_VINEGAR|WHITE_WINE_VINEGAR,"Offene Vorgabe für Speiseessig; Rohstoff, Reife, Süße und Säureprofil bleiben wählbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
WAFFLES,Waffel,true,true,OPEN,1,EASY,EASY,0.5500,BAKED_GOODS,BRUSSELS_WAFFLE|LIEGE_WAFFLE|NORWEGIAN_WAFFLE|STROOPWAFEL,"Offene Waffelfamilie für süße und herzhafte Waffelprodukte. Bekannte Varianten sind Stroopwafel, Brüsseler Waffel und Lütticher Waffel; Belag oder Füllung werden nicht vorausgesetzt.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
WAKAME,Wakame,true,true,SPECIFIC,3,EASY,EASY,0.4500,SEAWEED,,"Zarte grüne Braunalge mit mildem Meeresaroma, meist getrocknet erhältlich; nicht Kombu oder Nori.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
WALNUT,Walnüsse,true,true,SPECIFIC,1,EASY,EASY,0.6000,NUTS,,Walnusskerne mit herb-nussigem Geschmack und hohem Fettanteil; roh oder geröstet verwendbar.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
WATERCRESS,Brunnenkresse,true,true,SPECIFIC,3,PLANNED,PLANNED,0.4500,LEAFY_GREENS,,Brunnenkresse mit saftigen Stielen und deutlich pfeffrigem Geschmack; roh oder kurz gegart verwendbar.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
WATERMELON,Wassermelone,true,true,SPECIFIC,1,EASY,EASY,0.7000,MELONS,,"Wassermelone mit sehr saftigem, süßem Fruchtfleisch; kernarme und kernhaltige Sorten sind umfasst.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
WATER_CHESTNUT,Wasserkastanien,true,true,SPECIFIC,3,PLANNED,PLANNED,0.5500,ROOT_VEGETABLES,,"Knackige unterirdische Sprossknollen der Wasserkastanie, frisch oder in Dose; botanisch keine Nuss.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
WATER_SPINACH,Wasserspinat oder Kangkong,true,true,SPECIFIC,4,PLANNED,DIFFICULT,0.3000,LEAFY_GREENS,,Wasserspinat beziehungsweise Kangkong mit hohlen Stielen und zarten Blättern; nicht gewöhnlicher Spinat.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
WHEAT_FLOUR,Weizenmehl,true,false,SPECIFIC,1,EASY,EASY,0.7500,FLOUR,,"Mehl aus Weizen; Ausmahlungsgrad und Proteinanteil bleiben offen, nicht Hartweizengrieß.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
