"concept_code"	"display_name"	"review_applicability"	"product_form_basis"	"market_class_georgia"	"market_basis_georgia"	"proposed_availability_georgia"	"availability_note_georgia"	"evidence_requirement_georgia"	"availability_evidence_georgia"	"market_class_tobias"	"market_basis_tobias"	"proposed_availability_tobias"	"availability_note_tobias"	"evidence_requirement_tobias"	"availability_evidence_tobias"	"review_flags"	"approval_status"
"RICE_CAKES"	"koreanische Reiskuchen"	"APPLICABLE"	"Koreanische Reiskuchen nach Tteok-Art mit zäher, elastischer Textur; Form und frisch oder tiefgekühlt bleiben offen."	"SPECIALTY_BROAD"	"Katalogpfad Reisprodukt → stärkehaltige Zutat oder Sättigungsbeilage. Warengruppe Getreide- oder Stärkeware, formrelevanter Prüfhinweis aus der vollständigen Definition: »Form und frisch oder tiefgekühlt bleiben offen«. Breiter einschlägiger Spezialmarkt über die voneinander unabhängigen Händler Asiafoodland – Korean Garae-tteok 400 g sowie Reishunger – Tteok Korean rice cakes."	"SPECIALTY"	"koreanische Reiskuchen ist im einschlägigen Spezialmarkt breit etabliert; dokumentierte reguläre Wege sind die voneinander unabhängigen Händler Asiafoodland – Korean Garae-tteok 400 g sowie Reishunger – Tteok Korean rice cakes."	"REQUIRED"	"AV2N-N-0106|AV2N-N-0107"	"SPECIALTY_BROAD"	"Tobias prüft „koreanische Reiskuchen“ in Rostock über Asiafoodland – Korean Garae-tteok 400 g und Reishunger – Tteok Korean rice cakes, wobei die Evidenz verfügbaren Bestand in einem laufenden Fachsortiment und Standardversand ausweist."	"SPECIALTY"	"koreanische Reiskuchen: Rostocker Bezugsweg über Asiafoodland – Korean Garae-tteok 400 g und Reishunger – Tteok Korean rice cakes; dokumentiert ist verfügbarer Bestand in einem laufenden Fachsortiment und Standardversand."	"REQUIRED"	"AV2N-N-0108|AV2N-N-0109"	"EVIDENCE_REQUIRED|FORM_SENSITIVE|RESEARCH_REQUIRED|SPECIALTY_MARKET_BREADTH|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RICE_FLOUR"	"Reismehl"	"APPLICABLE"	"Fein gemahlener Reis, weiß oder als Vollkorn; nicht reine Reisstärke."	"GENERAL_BROAD"	"Katalogpfad Mehl → Reisprodukt → stärkehaltige Zutat oder Sättigungsbeilage. Warengruppe Getreide- oder Stärkeware, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht reine Reisstärke«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine konkrete Vorbestellung oder Bestandsabfrage für Getreide- oder Stärkeware."	"PLANNED"	"Reismehl ist über eine konkrete Vorbestellung oder Bestandsabfrage für Getreide- oder Stärkeware im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel."	"OPTIONAL"	""	"GENERAL_BROAD"	"Für „Reismehl“ wird das Angebot über gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler kontrolliert."	"PLANNED"	"Reismehl: Für „Reismehl“ wird das Angebot über gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler kontrolliert."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RICE_NOODLES"	"Reisnudeln"	"APPLICABLE"	"Nudeln überwiegend auf Reisbasis; Breite, Form und Frisch- oder Trockenware bleiben offen."	"GENERAL_LOCAL"	"Katalogpfad Nudeln → Reisprodukt → stärkehaltige Zutat oder Sättigungsbeilage. Warengruppe Getreide- oder Stärkeware, formrelevanter Prüfhinweis aus der vollständigen Definition: »Breite, Form und Frisch- oder Trockenware bleiben offen«. Regelweg in Bornheim über die gewöhnliche Bornheimer Auslage »Reis-, Mehl-, Nudel- oder Trockenwarenregal«."	"EASY"	"Reisnudeln: gewöhnlicher lokaler Bezugsweg über den Bereich »Reis-, Mehl-, Nudel- oder Trockenwarenregal«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Die Beschaffung von „Reisnudeln“ erfolgt in Rostock über das Getreide-, Mehl-, Reis- oder Teigwarenregal eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Reisnudeln: gewöhnlicher lokaler Bezugsweg über den Bereich »Reisnudeln«."	"OPTIONAL"	""	"FORM_SENSITIVE|RATING_RECONCILED_V2|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RICE_PADDY_HERB"	"Reisfeldkraut"	"APPLICABLE"	"Frisches Reisfeldkraut (ngò om beziehungsweise ngổ) mit zitrischem und leicht kümmelartigem Aroma; besonders für saure Suppen und Brühen. Nicht vietnamesischer Koriander oder Culantro."	"NICHE_IMPORT"	"Katalogpfad Kräuter und Würzblätter. Warengruppe frisches Würzkraut, formrelevanter Prüfhinweis aus der vollständigen Definition: »Nicht vietnamesischer Koriander oder Culantro«. Nur der schmale Händlerweg über Viet Long Foods – fresh herb importer catalog ist positiv belegt; Importbeschränkung begrenzt Form, Bestand oder Logistik."	"DIFFICULT"	"Reisfeldkraut: Nur der schmale Händlerweg über Viet Long Foods – fresh herb importer catalog ist positiv belegt; Importbeschränkung begrenzt Form, Bestand oder Logistik."	"REQUIRED"	"AV2N-N-0110"	"NICHE_IMPORT"	"Tobias prüft „Reisfeldkraut“ in Rostock über Viet Long Foods – fresh herb importer catalog, wobei die Evidenz eine vor dem Einkauf erneut zu prüfende Verfügbarkeit und Importbeschränkungen ausweist."	"DIFFICULT"	"Reisfeldkraut: Rostocker Bezugsweg über Viet Long Foods – fresh herb importer catalog; dokumentiert sind eine vor dem Einkauf erneut zu prüfende Verfügbarkeit und Importbeschränkungen."	"REQUIRED"	"AV2N-N-0111"	"EVIDENCE_REQUIRED|FORM_OR_LOGISTICS_RISK|FORM_OR_ROUTE_FRAGILE|FORM_SENSITIVE|RESEARCH_REQUIRED|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RICE_PAPER"	"Reispapier"	"APPLICABLE"	"Dünne trockene Blätter auf Reisbasis zum Einweichen und Rollen; nicht essbares Dekorpapier."	"GENERAL_BROAD"	"Katalogpfad Teigblatt oder Dumpling-Hülle → Reisprodukt → stärkehaltige Zutat oder Sättigungsbeilage. Warengruppe Teigblatt oder Teigware, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht essbares Dekorpapier«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine konkrete Vorbestellung oder Bestandsabfrage für Teigblatt oder Teigware."	"PLANNED"	"Reispapier ist über eine konkrete Vorbestellung oder Bestandsabfrage für Teigblatt oder Teigware im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel."	"OPTIONAL"	""	"GENERAL_BROAD"	"Der konkrete Bezug von „Reispapier“ läuft über gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler."	"PLANNED"	"Reispapier: Der konkrete Bezug von „Reispapier“ läuft über gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RICE_PRODUCTS"	"Reisprodukt"	"APPLICABLE"	"Offene Vorgabe für verarbeitete Reisprodukte wie Nudeln, Reiskuchen, Mehl oder Papier; gewöhnliches Reiskorn bleibt getrennt."	"GENERAL_LOCAL"	"Katalogpfad stärkehaltige Zutat oder Sättigungsbeilage. Warengruppe Getreide- oder Stärkeware, formrelevanter Prüfhinweis aus der vollständigen Definition: »gewöhnliches Reiskorn bleibt getrennt«. Regelweg in Bornheim über die gewöhnliche Bornheimer Auslage »Reis-, Mehl-, Nudel- oder Trockenwarenregal«."	"EASY"	"Reisprodukt: gewöhnlicher lokaler Bezugsweg über den Bereich »Reis-, Mehl-, Nudel- oder Trockenwarenregal«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Beim Einkauf von „Reisprodukt“ nutzt Tobias das Getreide-, Mehl-, Reis- oder Teigwarenregal eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Reisprodukt: gewöhnlicher lokaler Bezugsweg über den Bereich »Reisprodukt«."	"OPTIONAL"	""	"RATING_RECONCILED_V2|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RICE_VINEGAR"	"Reisessig"	"APPLICABLE"	"Milder Essig aus Reis beziehungsweise Reiswein; helle und dunklere regionale Varianten sind möglich."	"GENERAL_BROAD"	"Katalogpfad Essig. Warengruppe Speiseessig, formrelevanter Prüfhinweis aus der vollständigen Definition: »helle und dunklere regionale Varianten sind möglich«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine konkrete Vorbestellung oder Bestandsabfrage für Speiseessig."	"PLANNED"	"Reisessig ist über eine konkrete Vorbestellung oder Bestandsabfrage für Speiseessig im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel."	"OPTIONAL"	""	"GENERAL_BROAD"	"Tobias prüft „Reisessig“ in Rostock über gut sortierte Vollsortimenter und etablierte deutsche Feinkost- oder Würzsaucenhändler."	"PLANNED"	"Reisessig: Rostocker Bezugsweg über gut sortierte Vollsortimenter und etablierte deutsche Feinkost- oder Würzsaucenhändler."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RICOTTA"	"Ricotta"	"APPLICABLE"	"Milder italienischer Molkenfrischkäse mit körnig-cremiger Textur; Kuh-, Schaf- oder andere Milchbasis möglich."	"GENERAL_LOCAL"	"Katalogpfad Käse → gesäuertes Milchprodukt → Milchprodukte. Warengruppe Käse, formrelevanter Prüfhinweis aus der vollständigen Definition: »Kuh-, Schaf- oder andere Milchbasis möglich«. Regelweg in Bornheim über das örtliche Sortiment »Käsekühlung oder Käsetheke« beim Wocheneinkauf in Bornheim."	"EASY"	"Ricotta: gewöhnlicher lokaler Bezugsweg über den Bereich »Käsekühlung oder Käsetheke«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Tobias sucht „Ricotta“ in Rostock über die Käsekühlung oder Käsetheke eines gewöhnlichen großen Rostocker Supermarkts gesucht."	"EASY"	"Ricotta: gewöhnlicher lokaler Bezugsweg über den Bereich »Ricotta«."	"OPTIONAL"	""	"FORM_SENSITIVE|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RILLETTES"	"Rillettes"	"APPLICABLE"	"Offene Familie langsam gegarter und zerfaserter Fleischaufstriche nach Rillettes-Art, insbesondere aus Schwein, Ente oder Gans. Fisch-Rillettes und gewöhnliche Leberpastete sind ausdrücklich nicht gemeint."	"GENERAL_BROAD"	"Katalogpfad Fleisch. REWE listet Bahier Gänserillettes im Glas aus 83 Prozent zart gekochtem Gänsefleisch, Gänsefett und Schweinefleisch; Georgia prüft dieses allgemeine Kettenprodukt standortbezogen."	"PLANNED"	"Rillettes: REWE listet Bahier Gänserillettes im Glas aus 83 Prozent zart gekochtem Gänsefleisch, Gänsefett und Schweinefleisch; Georgia prüft dieses allgemeine Kettenprodukt standortbezogen."	"REQUIRED"	"AV2N-N-0112"	"GENERAL_BROAD"	"Bahier Gänserillettes ist im REWE-Katalog gelistet; der konkrete Rostocker Filialbestand bleibt vor dem Einkauf zu prüfen."	"PLANNED"	"Bahier Gänserillettes ist im REWE-Katalog gelistet; der konkrete Rostocker Filialbestand bleibt vor dem Einkauf zu prüfen."	"REQUIRED"	"AV2N-N-0113"	"BORDERLINE_PLANNED|EVIDENCE_REQUIRED|RESEARCH_REQUIRED|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RISOTTO_RICE"	"Risottoreis"	"APPLICABLE"	"Stärkereiche mittel- bis kurzkörnige Reissorte für cremiges Risotto, etwa Arborio oder Carnaroli."	"GENERAL_LOCAL"	"Katalogpfad Reis → Getreide oder Pseudogetreide → stärkehaltige Zutat oder Sättigungsbeilage. Warengruppe Getreide- oder Stärkeware, formrelevanter Prüfhinweis aus der vollständigen Definition: »Reissorte für cremiges Risotto, etwa Arborio oder Carnaroli«. Regelweg in Bornheim über den regulären Bornheimer Regalweg »Reis-, Mehl-, Nudel- oder Trockenwarenregal«."	"EASY"	"Risottoreis: gewöhnlicher lokaler Bezugsweg über den Bereich »Reis-, Mehl-, Nudel- oder Trockenwarenregal«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Für „Risottoreis“ wird das Angebot über das Getreide-, Mehl-, Reis- oder Teigwarenregal eines gewöhnlichen großen Rostocker Supermarkts kontrolliert."	"EASY"	"Risottoreis: gewöhnlicher lokaler Bezugsweg über den Bereich »Risottoreis«."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"ROASTED_RED_PEPPER"	"geröstete Paprika"	"APPLICABLE"	"Geröstete und gehäutete rote Paprika, frisch zubereitet oder schlicht in Glas beziehungsweise Öl konserviert."	"GENERAL_LOCAL"	"Katalogpfad konservierte pflanzliche Zutat → rote Paprika → Paprika → Fruchtgemüse. Warengruppe konservierte Pflanzenware, formrelevanter Prüfhinweis aus der vollständigen Definition: »zubereitet oder schlicht in Glas beziehungsweise Öl konserviert«. Regelweg in Bornheim über den Bereich »Konserven-, Glas- oder internationales Feinkostregal« eines gewöhnlichen Bornheimer Vollsortimenters."	"EASY"	"geröstete Paprika: gewöhnlicher lokaler Bezugsweg über den Bereich »Konserven-, Glas- oder internationales Feinkostregal«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Tobias prüft „geröstete Paprika“ in Rostock über das Konserven-, Sauergemüse- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"geröstete Paprika: Rostocker Bezugsweg über das Konserven-, Sauergemüse- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts."	"OPTIONAL"	""	"FORM_SENSITIVE|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"ROD_POLSE"	"Rød pølse"	"APPLICABLE"	"Dänische rote Hotdog-/Brühwurst (rød pølse), typischerweise aus Schweinefleisch, gekocht und geräuchert; nicht generisch jede rot gefärbte Wurst."	"NICHE_IMPORT"	"Katalogpfad Schweinefleisch → Wurst → Fleisch. Warengruppe Wurst oder Pökelfleisch, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht generisch jede rot gefärbte Wurst«. Nur der schmale Händlerweg über Dänemark Shop – Danish sausage assortment ist positiv belegt; Kühlversand begrenzt Form, Bestand oder Logistik."	"DIFFICULT"	"Rød pølse: Nur der schmale Händlerweg über Dänemark Shop – Danish sausage assortment ist positiv belegt; Kühlversand begrenzt Form, Bestand oder Logistik."	"REQUIRED"	"AV2N-N-0114"	"NICHE_IMPORT"	"Tobias prüft „Rød pølse“ in Rostock über Dänemark Shop – Danish sausage assortment, wobei die Evidenz eine vor dem Einkauf erneut zu prüfende Verfügbarkeit und Kühlversand ausweist."	"DIFFICULT"	"Rød pølse: Rostocker Bezugsweg über Dänemark Shop – Danish sausage assortment; dokumentiert sind eine vor dem Einkauf erneut zu prüfende Verfügbarkeit und Kühlversand."	"REQUIRED"	"AV2N-N-0115"	"EVIDENCE_REQUIRED|FORM_OR_LOGISTICS_RISK|FORM_OR_ROUTE_FRAGILE|RESEARCH_REQUIRED|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"ROMAINE_LETTUCE"	"Römersalat"	"APPLICABLE"	"Römersalat mit länglichen kräftigen Blättern und knackiger Mittelrippe; roh oder gegrillt verwendbar."	"GENERAL_LOCAL"	"Katalogpfad Blattsalat → Blattgemüse → Gemüse. Warengruppe Gemüse oder Pilz, formrelevanter Prüfhinweis aus der vollständigen Definition: »roh oder gegrillt verwendbar«. Regelweg in Bornheim über ortsübliche Vollsortimenter rund um Bornheim, konkret im Bereich »Obst- und Gemüseabteilung«."	"EASY"	"Römersalat: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Für „Römersalat“ führt der Rostocker Marktweg über die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Römersalat: Rostocker Bezugsweg über die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"ROMANESCO"	"Romanesco"	"APPLICABLE"	"Hellgrünes Kohlgemüse mit fraktal geformtem Blütenstand und mild-nussigem Geschmack; nicht Brokkoli."	"GENERAL_BROAD"	"GLOBUS – frischer Romanesco belegt formgenau: GLOBUS bezeichnet den exakten frischen Romanesco-Kopf ausdrücklich als Artikel im regulären Markthallensortiment. Für Georgia in Bornheim gilt: Reguläres Sortiment im deutschen GLOBUS-Markthallennetz; konkrete Filiale für Bornheim oder Rostock prüfen; Logistik STANDARD_LOCAL. Saison und Einzelmarktbestand schwanken; generischer Brokkoli wird nicht als Ersatz für die fraktale Kohlform gezählt."	"PLANNED"	"Romanesco: GLOBUS bezeichnet den exakten frischen Romanesco-Kopf ausdrücklich als Artikel im regulären Markthallensortiment."	"REQUIRED"	"AV2N-N-0116|AV2N-P-0025"	"GENERAL_BROAD"	"GLOBUS – frischer Romanesco belegt formgenau: GLOBUS bezeichnet den exakten frischen Romanesco-Kopf ausdrücklich als Artikel im regulären Markthallensortiment. Für Tobias in Rostock gilt: Reguläres Sortiment im deutschen GLOBUS-Markthallennetz; konkrete Filiale für Bornheim oder Rostock prüfen; Logistik STANDARD_LOCAL. Saison und Einzelmarktbestand schwanken; generischer Brokkoli wird nicht als Ersatz für die fraktale Kohlform gezählt."	"PLANNED"	"Romanesco: GLOBUS bezeichnet den exakten frischen Romanesco-Kopf ausdrücklich als Artikel im regulären Markthallensortiment."	"OPTIONAL"	"AV2N-P-0025"	"BORDERLINE_PLANNED|EVIDENCE_REQUIRED|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"ROMESCO"	"Romesco-Sauce"	"APPLICABLE"	"Katalanische Sauce auf Basis gerösteter Paprika beziehungsweise Ñora, Tomate, Nüssen, Öl und Säure; genaue Nussmischung und Brotanteil können variieren. Nicht Ajvar oder allgemeine Paprikasauce."	"SPECIALTY_BROAD"	"Katalogpfad fertige Sauce oder Würzpaste → Sauce, Würzmittel oder Paste. Warengruppe Sauce oder Würzpaste, formrelevanter Prüfhinweis aus der vollständigen Definition: »Nicht Ajvar oder allgemeine Paprikasauce«. Breiter einschlägiger Spezialmarkt über die voneinander unabhängigen Händler Mitte Meer – Mediterranean direct shop sowie La Tradición – Priorat Romesco sauce."	"SPECIALTY"	"Romesco-Sauce ist im einschlägigen Spezialmarkt breit etabliert; dokumentierte reguläre Wege sind die voneinander unabhängigen Händler Mitte Meer – Mediterranean direct shop sowie La Tradición – Priorat Romesco sauce."	"REQUIRED"	"AV2N-N-0117|AV2N-N-0118"	"SPECIALTY_BROAD"	"Tobias prüft „Romesco-Sauce“ in Rostock über La Tradición – Priorat Romesco sauce und Mitte Meer – Mediterranean direct shop, wobei die Evidenz verfügbaren Bestand in einem laufenden Fachsortiment und Standardversand ausweist."	"SPECIALTY"	"Romesco-Sauce: Rostocker Bezugsweg über La Tradición – Priorat Romesco sauce und Mitte Meer – Mediterranean direct shop; dokumentiert ist verfügbarer Bestand in einem laufenden Fachsortiment und Standardversand."	"REQUIRED"	"AV2N-N-0119|AV2N-N-0120"	"BORDERLINE_PLANNED|EVIDENCE_REQUIRED|RATING_RECONCILED_V2|RESEARCH_REQUIRED|SPECIALTY_MARKET_BREADTH|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"ROOKWORST"	"Rookworst"	"APPLICABLE"	"Niederländische geräucherte Koch- oder Brühwurst; die Fleischzusammensetzung kann variieren und muss nicht ausschließlich aus Schweinefleisch bestehen."	"NICHE_IMPORT"	"Katalogpfad Wurst → Fleisch. Warengruppe Wurst oder Pökelfleisch, formrelevanter Prüfhinweis aus der vollständigen Definition: »die Fleischzusammensetzung kann variieren und muss nicht ausschließlich aus Schweinefleisch bestehen«. Nur der schmale Händlerweg über Hollandshop24 – Dutch rookworst range ist positiv belegt; Importbeschränkung begrenzt Form, Bestand oder Logistik."	"DIFFICULT"	"Rookworst: Nur der schmale Händlerweg über Hollandshop24 – Dutch rookworst range ist positiv belegt; Importbeschränkung begrenzt Form, Bestand oder Logistik."	"REQUIRED"	"AV2N-N-0121"	"NICHE_IMPORT"	"Tobias prüft „Rookworst“ in Rostock über Hollandshop24 – Dutch rookworst range, wobei die Evidenz ein dokumentiertes laufendes Angebot und Importbeschränkungen ausweist."	"DIFFICULT"	"Rookworst: Rostocker Bezugsweg über Hollandshop24 – Dutch rookworst range; dokumentiert sind ein dokumentiertes laufendes Angebot und Importbeschränkungen."	"REQUIRED"	"AV2N-N-0122"	"EVIDENCE_REQUIRED|FORM_OR_ROUTE_FRAGILE|RATING_RECONCILED_V2|RESEARCH_REQUIRED|SPECIALTY_MARKET_BREADTH|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"ROOT_VEGETABLES"	"Wurzel- und Knollengemüse"	"APPLICABLE"	"Offene Vorgabe für kulinarisch genutzte Wurzeln und Knollen; Art, Stärkegehalt und Süße bleiben wählbar."	"GENERAL_LOCAL"	"Katalogpfad Gemüse. Warengruppe Gemüse oder Pilz, formrelevanter Prüfhinweis aus der vollständigen Definition: »Art, Stärkegehalt und Süße bleiben wählbar«. Regelweg in Bornheim über den Bereich »Obst- und Gemüseabteilung« eines gewöhnlichen Bornheimer Vollsortimenters."	"EASY"	"Wurzel- und Knollengemüse: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Die Beschaffung von „Wurzel- und Knollengemüse“ erfolgt in Rostock über die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Wurzel- und Knollengemüse: gewöhnlicher lokaler Bezugsweg über den Bereich »Wurzel- und Knollengemüse«."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"ROQUEFORT"	"Roquefort"	"APPLICABLE"	"Französischer Blauschimmelkäse aus Schafmilch nach Roquefort-AOP; kräftig, salzig und ausgeprägt würzig. Nicht generischer Blauschimmelkäse."	"GENERAL_BROAD"	"Formatta – Roquefort AOP Papillon belegt formgenau: Formatta führt Roquefort AOP Papillon aus Schafrohmilch als aktuell lieferbaren, formgenauen Blauschimmelkäse. Für Georgia in Bornheim gilt: Deutschlandweiter Kühlversand in Thermobox; 1–3 Werktage; Logistik CHILLED_SHIPPING. Thermobox und Versandkosten bleiben nötig; generischer Kuhmilch-Blauschimmelkäse trägt den Nachweis nicht."	"PLANNED"	"Roquefort: Formatta führt Roquefort AOP Papillon aus Schafrohmilch als aktuell lieferbaren, formgenauen Blauschimmelkäse."	"REQUIRED"	"AV2N-N-0123|AV2N-P-0026"	"GENERAL_BROAD"	"Formatta – Roquefort AOP Papillon belegt formgenau: Formatta führt Roquefort AOP Papillon aus Schafrohmilch als aktuell lieferbaren, formgenauen Blauschimmelkäse. Für Tobias in Rostock gilt: Deutschlandweiter Kühlversand in Thermobox; 1–3 Werktage; Logistik CHILLED_SHIPPING. Thermobox und Versandkosten bleiben nötig; generischer Kuhmilch-Blauschimmelkäse trägt den Nachweis nicht."	"PLANNED"	"Roquefort: Formatta führt Roquefort AOP Papillon aus Schafrohmilch als aktuell lieferbaren, formgenauen Blauschimmelkäse."	"OPTIONAL"	"AV2N-P-0026"	"BORDERLINE_PLANNED|EVIDENCE_REQUIRED|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
