"concept_code","display_name","challenge_specificity","direct_parent_codes","direct_child_codes","curator_note","review_applicability","availability_profile","product_form_context"
"SPAGHETTI","Spaghetti","SPECIFIC","WHEAT_PASTA","","Lange dünne runde Weizenpasta; Vollkorn- und gewöhnliche Hartweizenvarianten sind umfasst.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Lange dünne runde Weizenpasta; Vollkorn- und gewöhnliche Hartweizenvarianten sind umfasst."
"SPAGHETTI_SQUASH","Spaghettikürbis","SPECIFIC","PUMPKIN","","Kürbis, dessen gegartes Fruchtfleisch in spaghettiartige Fasern zerfällt; nicht Pasta.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Kürbis, dessen gegartes Fruchtfleisch in spaghettiartige Fasern zerfällt; nicht Pasta."
"SPECULAAS_SPICE","Spekulatiusgewürz","SPECIFIC","SPICE_BLENDS","","Gewürzmischung für Speculaas/Spekulatius, typischerweise auf Basis von Zimt mit weiteren warmen Gewürzen wie Nelke und Muskat; Zusammensetzung kann variieren und Zucker wird nicht vorausgesetzt.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Gewürzmischung für Speculaas/Spekulatius, typischerweise auf Basis von Zimt mit weiteren warmen Gewürzen wie Nelke und Muskat; Zusammensetzung kann variieren und Zucker wird nicht vorausgesetzt."
"SPECULOOS","Spekulatius","SPECIFIC","CONFECTIONERY","","Knuspriges karamellisiertes Gewürzgebäck der Spekulatius-/Speculoos-Familie. Gemeint ist der fertige Keks, nicht eine Gewürzmischung; konkrete Gewürzzusammensetzung und Fettquelle können variieren.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Knuspriges karamellisiertes Gewürzgebäck der Spekulatius-/Speculoos-Familie. Gemeint ist der fertige Keks, nicht eine Gewürzmischung; konkrete Gewürzzusammensetzung und Fettquelle können variieren."
"SPELT","Dinkel","SPECIFIC","GRAINS","","Dinkelkorn als Getreide mit nussigem Aroma; ganz, geschrotet oder als Flocken, nicht Dinkelmehl.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Dinkelkorn als Getreide mit nussigem Aroma; ganz, geschrotet oder als Flocken, nicht Dinkelmehl."
"SPICE_BLENDS","Gewürzmischung","OPEN","SPICES","BERBERE|CURRY_POWDER|FIVE_SPICE|GARAM_MASALA|HERBES_DE_PROVENCE|JERK_SEASONING|MUOI_TOM|RAS_EL_HANOUT|SPECULAAS_SPICE|ZAATAR","Offene Vorgabe für bewusst zusammengesetzte trockene Gewürzmischungen; Stil und Schärfe bleiben offen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Vorgabe für bewusst zusammengesetzte trockene Gewürzmischungen; Stil und Schärfe bleiben offen."
"SPICES","Gewürz oder trockenes Würzmittel","OPEN","","AJWAIN|ALLSPICE|ANNATTO|CARAWAY|CARDAMOM|CINNAMON|CLOVES|CORIANDER_ROOT|CORIANDER_SEED|CUMIN|DRIED_CHILI|FENNEL_SEED|FENUGREEK|FINGERROOT|FLEUR_DE_SEL|FRESH_TURMERIC|GALANGAL|GARLIC_POWDER|GINGER|JUNIPER_BERRIES|MSG|MUSTARD_SEED|NORA_PEPPER|NUTMEG|NUTRITIONAL_YEAST|ONION_POWDER|PAPRIKA_POWDER|PEPPER|SAFFRON|SICHUAN_PEPPER|SPICE_BLENDS|STAR_ANISE|SUMAC|TURMERIC|VANILLA","Offene Vorgabe für trockene Gewürze und Würzmittel; Pflanzenteil, Form und Aromaprofil bleiben wählbar.","NOT_APPLICABLE_STRUCTURE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Vorgabe für trockene Gewürze und Würzmittel; Pflanzenteil, Form und Aromaprofil bleiben wählbar."
"SPINACH","Spinat","SPECIFIC","LEAFY_GREENS","","Spinatblätter mit mild-grünem, leicht mineralischem Geschmack; frisch oder tiefgekühlt verwendbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Spinatblätter mit mild-grünem, leicht mineralischem Geschmack; frisch oder tiefgekühlt verwendbar."
"SPLIT_PEAS","Spalterbsen","SPECIFIC","PEAS","GREEN_SPLIT_PEAS|YELLOW_SPLIT_PEAS","Getrocknete geschälte und halbierte Erbsen für Suppen, Pürees oder Eintöpfe; Farbe bleibt offen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Getrocknete geschälte und halbierte Erbsen für Suppen, Pürees oder Eintöpfe; Farbe bleibt offen."
"SPRING_ONION","Frühlingszwiebel","SPECIFIC","ALLIUM_VEGETABLES","","Frühlingszwiebel mit mildem Zwiebelaroma; weißer und grüner Teil sind essbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Frühlingszwiebel mit mildem Zwiebelaroma; weißer und grüner Teil sind essbar."
"SPROUTS","Sprossen","OPEN","VEGETABLES","ALFALFA_SPROUTS|BEAN_SPROUTS","Offene Vorgabe für essbare junge Keimlinge; Pflanzenart, Größe und roh oder gegart bleiben wählbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Vorgabe für essbare junge Keimlinge; Pflanzenart, Größe und roh oder gegart bleiben wählbar."
"SQUID","Tintenfisch","SPECIFIC","MOLLUSCS|SEAFOOD","","Kalmar mit röhrenförmigem Mantel und Armen; kurz oder sehr lange garen, nicht Oktopus oder Sepia.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Kalmar mit röhrenförmigem Mantel und Armen; kurz oder sehr lange garen, nicht Oktopus oder Sepia."
"SRIRACHA","Sriracha","SPECIFIC","CHILI_CONDIMENTS","","Glatte fermentierte oder gereifte Chilisauce nach Sriracha-Art mit Knoblauch, Säure und leichter Süße.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Glatte fermentierte oder gereifte Chilisauce nach Sriracha-Art mit Knoblauch, Säure und leichter Süße."
"STAR_ANISE","Sternanis","SPECIFIC","SPICES","","Sternförmige Frucht mit intensiv süßlichem Anisaroma; ganz oder gemahlen sparsam verwendbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Sternförmige Frucht mit intensiv süßlichem Anisaroma; ganz oder gemahlen sparsam verwendbar."
"STARCH_BINDERS","Stärke oder Bindemittel","OPEN","STARCHES","CORNSTARCH|POTATO_STARCH|TAPIOCA_STARCH","Offene Vorgabe für isolierte Stärke und andere neutrale Bindemittel; Rohstoff und Bindeeigenschaft bleiben offen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Vorgabe für isolierte Stärke und andere neutrale Bindemittel; Rohstoff und Bindeeigenschaft bleiben offen."
"STARCHES","stärkehaltige Zutat oder Sättigungsbeilage","OPEN","","BREAD|BREADCRUMBS|BREAD_DUMPLING|CASSAVA|CHESTNUT|DUMPLING_WRAPPERS|FLOUR|FRUIT_DUMPLING|GNOCCHI|GRAINS|JERUSALEM_ARTICHOKE|NOODLES|PLANTAIN|POTATO|RICE_PRODUCTS|STARCH_BINDERS|SWEET_POTATO|TARO|YAM","Offene Vorgabe für stärkeprägende Zutaten oder Sättigungsbeilagen; Getreide, Knolle und Produktform bleiben wählbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Vorgabe für stärkeprägende Zutaten oder Sättigungsbeilagen; Getreide, Knolle und Produktform bleiben wählbar."
"STARFRUIT","Sternfrucht oder Karambole","SPECIFIC","TROPICAL_FRUIT","","Saftig-knackige Sternfrucht mit je nach Reife deutlich säuerlichem bis mild süßem Geschmack; roh, in Salaten oder als säuernde Frucht in warmen Gerichten verwendbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Saftig-knackige Sternfrucht mit je nach Reife deutlich säuerlichem bis mild süßem Geschmack; roh, in Salaten oder als säuernde Frucht in warmen Gerichten verwendbar."
"STEM_VEGETABLES","Stängelgemüse","OPEN","VEGETABLES","ASPARAGUS|BAMBOO_SHOOTS|CELERY_STALK|FENNEL|RHUBARB","Offene Vorgabe für Gemüse mit kulinarisch prägendem Stiel, Spross oder verdickter Sprossachse.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Vorgabe für Gemüse mit kulinarisch prägendem Stiel, Spross oder verdickter Sprossachse."
"STICKY_RICE","Klebreis","SPECIFIC","RICE","","Klebreis mit hohem Amylopektinanteil und stark haftender Textur; weiß, schwarz oder violett möglich, nicht Sushireis.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Klebreis mit hohem Amylopektinanteil und stark haftender Textur; weiß, schwarz oder violett möglich, nicht Sushireis."
"STINKY_TOFU","Stinky Tofu","SPECIFIC","FERMENTED_TOFU","","Intensiv fermentierter Tofu ostasiatischer Art mit markantem Geruch; Produktform und spätere Garung bleiben offen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Intensiv fermentierter Tofu ostasiatischer Art mit markantem Geruch; Produktform und spätere Garung bleiben offen."
"STOCKFISH","Stockfisch","SPECIFIC","COD|DRIED_FISH","","Ungesalzener, luftgetrockneter Fisch, typischerweise Kabeljau; nicht mit gesalzenem und getrocknetem Klippfisch gleichsetzen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Ungesalzener, luftgetrockneter Fisch, typischerweise Kabeljau; nicht mit gesalzenem und getrocknetem Klippfisch gleichsetzen."
"STOCKS","Brühe oder Fond","OPEN","","BEEF_STOCK|CHICKEN_STOCK|DASHI|FISH_STOCK|MUSHROOM_STOCK|PORK_STOCK|VEGETABLE_STOCK","Offene Vorgabe für Brühe oder Fond als aromatische Flüssigkeitsbasis; tierische, pflanzliche und pilzbasierte Formen sind möglich.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Vorgabe für Brühe oder Fond als aromatische Flüssigkeitsbasis; tierische, pflanzliche und pilzbasierte Formen sind möglich."
"STONE_FRUIT","Steinobst","OPEN","FRUIT","APRICOT|CHERRY|MIRABELLE|NECTARINE|PEACH|PLUM","Offene Vorgabe für Steinobst mit einem zentralen harten Kern; Art, Süße und Reifegrad bleiben wählbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Vorgabe für Steinobst mit einem zentralen harten Kern; Art, Süße und Reifegrad bleiben wählbar."
"STRAWBERRY","Erdbeere","SPECIFIC","BERRIES","","Erdbeere mit süß-säuerlichem, aromatischem Fruchtfleisch; frisch oder ungesüßt tiefgekühlt verwendbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Erdbeere mit süß-säuerlichem, aromatischem Fruchtfleisch; frisch oder ungesüßt tiefgekühlt verwendbar."
"STROOPWAFEL","Stroopwafel","SPECIFIC","CONFECTIONERY|WAFFLES","","Zwei dünne Waffeln mit süßer Sirup- oder Karamellfüllung; gemeint ist die fertige Süßware, nicht eine allgemeine Waffel oder der Sirup allein.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Zwei dünne Waffeln mit süßer Sirup- oder Karamellfüllung; gemeint ist die fertige Süßware, nicht eine allgemeine Waffel oder der Sirup allein."
"SUGAR_SNAP_PEAS","Zuckerschoten","SPECIFIC","PEAS|POD_VEGETABLES","","Zuckerschoten mit essbarer knackiger Hülse und süßen jungen Erbsen; nicht ausgelöste grüne Erbsen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Zuckerschoten mit essbarer knackiger Hülse und süßen jungen Erbsen; nicht ausgelöste grüne Erbsen."
"SUGARCANE_VINEGAR","Zuckerrohressig","SPECIFIC","VINEGAR","","Natürlich fermentierter Essig auf Basis von Zuckerrohr beziehungsweise Zuckerrohrsaft. Gemeint ist die generische Essigart; nicht auf Sukang Iloko oder eine bestimmte Marke beschränkt.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Natürlich fermentierter Essig auf Basis von Zuckerrohr beziehungsweise Zuckerrohrsaft. Gemeint ist die generische Essigart; nicht auf Sukang Iloko oder eine bestimmte Marke beschränkt."
"SUMAC","Sumach","SPECIFIC","SPICES","","Getrocknete gemahlene Sumachfrüchte mit fruchtig-zitroniger Säure; nicht giftiger Zier-Sumach.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Getrocknete gemahlene Sumachfrüchte mit fruchtig-zitroniger Säure; nicht giftiger Zier-Sumach."
"SUN_DRIED_TOMATO","getrocknete Tomaten","SPECIFIC","TOMATO|TOMATO_PRODUCTS","","Durch Trocknung konzentrierte Tomaten mit süß-säuerlichem Umami; trocken oder in Öl eingelegt verwendbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Durch Trocknung konzentrierte Tomaten mit süß-säuerlichem Umami; trocken oder in Öl eingelegt verwendbar."
"SUNFLOWER_SEEDS","Sonnenblumenkerne","SPECIFIC","SEEDS","","Sonnenblumenkerne mit mild-nussigem Geschmack; geschält, roh oder geröstet verwendbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Sonnenblumenkerne mit mild-nussigem Geschmack; geschält, roh oder geröstet verwendbar."
"SURIMI","Surimi","SPECIFIC","FISH","","Gegartes geformtes Fischmusprodukt, häufig als Krebsfleischimitat; nicht echtes Krabbenfleisch.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Gegartes geformtes Fischmusprodukt, häufig als Krebsfleischimitat; nicht echtes Krabbenfleisch."
"SUSHI_RICE","Sushireis","SPECIFIC","RICE","","Japanischer Rundkornreis mit haftender Textur, üblicherweise nach dem Garen gewürzt; nicht beliebiger Klebreis.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Japanischer Rundkornreis mit haftender Textur, üblicherweise nach dem Garen gewürzt; nicht beliebiger Klebreis."
"SWEET_PAPRIKA_POWDER","Paprikapulver edelsüß","SPECIFIC","PAPRIKA_POWDER","","Mildes süßlich-fruchtiges Paprikapulver ohne prägende Schärfe oder Räucherung.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Mildes süßlich-fruchtiges Paprikapulver ohne prägende Schärfe oder Räucherung."
"SWEET_POTATO","Süßkartoffel","SPECIFIC","ROOT_VEGETABLES|STARCHES","","Stärkereiche Süßkartoffelknolle mit süßlichem Geschmack; orange, violette und helle Sorten sind umfasst, nicht Yams.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Stärkereiche Süßkartoffelknolle mit süßlichem Geschmack; orange, violette und helle Sorten sind umfasst, nicht Yams."
"SWEETENERS","Süßungsmittel","OPEN","","BROWN_SUGAR|CONDENSED_MILK|HONEY|KECAP_MANIS|MIRIN|MOLASSES|PALM_SUGAR|SYRUP|WHITE_SUGAR","Offene Vorgabe für Zucker, Sirupe, Honig und andere kulinarische Süßungsmittel; Form und Eigengeschmack bleiben offen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Vorgabe für Zucker, Sirupe, Honig und andere kulinarische Süßungsmittel; Form und Eigengeschmack bleiben offen."
"SWORDFISH","Schwertfisch","SPECIFIC","FISH","","Schwertfisch mit festem, fleischigem und eher magerem Fischfleisch; meist als Steak oder Filet verwendet.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Schwertfisch mit festem, fleischigem und eher magerem Fischfleisch; meist als Steak oder Filet verwendet."
"SYRUP","Sirup","OPEN","SWEETENERS","AGAVE_SYRUP|DATE_SYRUP|LIEGE_SYRUP|MAPLE_SYRUP|POMEGRANATE_MOLASSES","Offene Familie dick- oder dünnflüssiger konzentrierter Sirupe zur Süßung oder Würzung. Umfasst pflanzen- und fruchtbasierte Sirupe sowie vergleichbare konzentrierte Fruchtsirupe; nicht jedes flüssige Süßungsmittel ist automatisch ein Sirup.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Familie dick- oder dünnflüssiger konzentrierter Sirupe zur Süßung oder Würzung. Umfasst pflanzen- und fruchtbasierte Sirupe sowie vergleichbare konzentrierte Fruchtsirupe; nicht jedes flüssige Süßungsmittel ist automatisch ein Sirup."
"TABLEA","Tablea oder Tableya","SPECIFIC","COCOA_PRODUCTS","","Philippinische gepresste beziehungsweise geformte Kakaomasse aus gerösteten und gemahlenen Kakaobohnen, traditionell insbesondere für Tsokolate. Gemeint ist reine oder nur gering gesüßte Tablea; nicht Kakaopulver oder gewöhnliche Tafelschokolade.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Philippinische gepresste beziehungsweise geformte Kakaomasse aus gerösteten und gemahlenen Kakaobohnen, traditionell insbesondere für Tsokolate. Gemeint ist reine oder nur gering gesüßte Tablea; nicht Kakaopulver oder gewöhnliche Tafelschokolade."
