"concept_code"	"display_name"	"review_applicability"	"product_form_basis"	"market_class"	"market_basis"	"proposed_availability"	"availability_note"	"evidence_requirement"	"evidence_search_terms"	"availability_evidence"	"review_flags"	"approval_status"
"SHRIMP_PASTE"	"Garnelenpaste"	"APPLICABLE"	"Offene Familie fermentierter Garnelenpasten mit sehr intensivem salzigem Umami; regionale feste und weiche Formen sind umfasst."	"SPECIALTY_BROAD"	"Tobias prüft „Garnelenpaste“ in Rostock über Asiashoponline – Mae Pranom shrimp paste 350 g und Village Foods – Por Kwan shrimp paste 200 g, wobei die Evidenz ein dokumentiertes laufendes Angebot und Standardversand ausweist."	"SPECIALTY"	"Über Asiashoponline – Mae Pranom shrimp paste 350 g und Village Foods – Por Kwan shrimp paste 200 g (Evidenzstand: ein dokumentiertes laufendes Angebot und Standardversand) prüft Tobias in Rostock „Garnelenpaste“, wobei folgende Abgrenzung gilt: „Offene Familie fermentierter Garnelenpasten mit sehr intensivem salzigem Umami; regionale feste und weiche Formen sind umfasst.“"	"REQUIRED"	"Garnelenpaste Offene Familie fermentierter Garnelenpasten mit sehr intensivem salzigem Umami; Tobias Rostock Würzsauce Paste Essig exakte Sorte; fermentierte Würzzutat / fertige Sauce oder Würzpaste; Village Foods – Por Kwan shrimp paste 200 g | Asiashoponline – Mae Pranom shrimp paste 350 g; mehrere unabhängige Fachhändler Marktbreite; die exakt festgelegte Darreichung"	"AV2N-N-0157|AV2N-N-0158"	"TOBIAS_ROSTOCK_PROFILE|SPECIALTY_MARKET_BREADTH|RESEARCH_REQUIRED"	"PROPOSED_FOR_HUMAN_REVIEW"
"SICHUAN_PEPPER"	"Szechuanpfeffer"	"APPLICABLE"	"Aromatische Samenkapseln verschiedener Zanthoxylum-Arten mit zitrischem Duft und prickelnd-betäubender Wirkung; kein echter Pfeffer."	"SPECIALTY_BROAD"	"Tobias prüft „Szechuanpfeffer“ in Rostock über Asiafoodland – whole wild Sichuan pepper 50 g und Gewürze der Welt – Sichuan pepper range, wobei die Evidenz ein dokumentiertes laufendes Angebot und Standardversand ausweist."	"SPECIALTY"	"Über Asiafoodland – whole wild Sichuan pepper 50 g und Gewürze der Welt – Sichuan pepper range (Evidenzstand: ein dokumentiertes laufendes Angebot und Standardversand) prüft Tobias in Rostock „Szechuanpfeffer“, wobei folgende Abgrenzung gilt: „Aromatische Samenkapseln verschiedener Zanthoxylum-Arten mit zitrischem Duft und prickelnd-betäubender Wirkung; kein echter Pfeffer.“"	"REQUIRED"	"Szechuanpfeffer Aromatische Samenkapseln verschiedener Zanthoxylum-Arten mit zitrischem Duft…; Tobias Rostock Gewürz ganze gemahlene getrocknete Form; Gewürz oder trockenes Würzmittel; Asiafoodland – whole wild Sichuan pepper 50 g | Gewürze der Welt – Sichuan pepper range; mehrere unabhängige Fachhändler Marktbreite; die exakt festgelegte Darreichung"	"AV2N-N-0161|AV2N-N-0162"	"TOBIAS_ROSTOCK_PROFILE|SPECIALTY_MARKET_BREADTH|RESEARCH_REQUIRED"	"PROPOSED_FOR_HUMAN_REVIEW"
"SILKEN_TOFU"	"Seidentofu"	"APPLICABLE"	"Sehr weicher, kaum gepresster Tofu mit glatter puddingartiger Textur; nicht fester Tofu."	"GENERAL_BROAD"	"Die Rostocker Warenprüfung für „Seidentofu“ erfolgt über gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler."	"PLANNED"	"Das Angebot zu „Seidentofu“ über gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler kontrolliert Tobias in Rostock nach dieser Produktbeschreibung: „Sehr weicher, kaum gepresster Tofu mit glatter puddingartiger Textur; nicht fester Tofu.“"	"OPTIONAL"	"Seidentofu Sehr weicher, kaum gepresster Tofu mit glatter puddingartiger Textur; Tobias Rostock Hülsenfrucht getrocknet vorgegart Sorte; Tofu; gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler; gezielter Einkauf Deutschland Wochenvorlauf; die exakt festgelegte Darreichung"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SLIVOVICE"	"Sliwowitz"	"APPLICABLE"	"Pflaumenbrand als generische Spirituosenart; nicht auf eine Marke beschränkt und nicht mit Pflaumenlikör gleichsetzen."	"GENERAL_BROAD"	"Sliwowitz: Weinquelles formgenaue Kategorie „Obstbrand aus Pflaumen“ zeigt mehrere lagernde Flaschen; der deutschlandweite Versand in üblicherweise 1–3 Werktagen ist für Rostock ein belastbarer geplanter Spirituosenweg."	"PLANNED"	"Für Tobias in Rostock lässt sich Sliwowitz über die geprüfte Weinquelle-Kategorie bestellen: Mehrere lagernde Marken belegen Pflaumenbrand als generische Spirituosenart, ohne ihn mit Pflaumenlikör gleichzusetzen."	"REQUIRED"	"Sliwowitz Sliwovitz Obstbrand aus Pflaumen mehrere Flaschen lagernd | Tobias Rostock Weinquelle Deutschlandversand 1–3 Werktage | kein Pflaumenlikör"	"AV2N-N-0164"	"TOBIAS_ROSTOCK_PROFILE|RESEARCH_REQUIRED"	"PROPOSED_FOR_HUMAN_REVIEW"
"SMOKED_PAPRIKA"	"geräuchertes Paprikapulver"	"APPLICABLE"	"Geräuchertes Paprikapulver mit süßer bis scharfer Ausprägung und deutlichem Raucharoma."	"GENERAL_LOCAL"	"Tobias sucht „geräuchertes Paprikapulver“ in Rostock über das Gewürz- oder Backregal eines gewöhnlichen großen Rostocker Supermarkts gesucht."	"EASY"	"Beim Rostocker Einkauf setzt Tobias für „geräuchertes Paprikapulver“ auf das Gewürz- oder Backregal eines gewöhnlichen großen Rostocker Supermarkts nach dieser Produktbeschreibung: „Geräuchertes Paprikapulver mit süßer bis scharfer Ausprägung und deutlichem Raucharoma.“"	"OPTIONAL"	"geräuchertes Paprikapulver Geräuchertes Paprikapulver mit süßer bis scharfer Ausprägung und deutlichem…; Tobias Rostock Gewürz ganze gemahlene getrocknete Form; Paprikapulver; Das Gewürz- oder Backregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die gemahlene oder pulverisierte Form"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SMOKED_SALMON"	"Räucherlachs"	"APPLICABLE"	"Heiß- oder kaltgeräucherter Lachs mit salzigem Raucharoma; nicht bloß gebeizter Gravlax."	"GENERAL_LOCAL"	"Tobias sucht „Räucherlachs“ in Rostock über das Fischkonserven- oder haltbare Seafood-Regal eines gewöhnlichen großen Rostocker Supermarkts gesucht."	"EASY"	"Tobias nutzt in Rostock das Fischkonserven- oder haltbare Seafood-Regal eines gewöhnlichen großen Rostocker Supermarkts für „Räucherlachs“, wobei folgende Abgrenzung gilt: „Heiß- oder kaltgeräucherter Lachs mit salzigem Raucharoma; nicht bloß gebeizter Gravlax.“"	"OPTIONAL"	"Räucherlachs Heiß- oder kaltgeräucherter Lachs mit salzigem Raucharoma; Tobias Rostock Fisch Seafood exakte Art Konserve Trockenware; konservierter Fisch / Lachs; Das Fischkonserven- oder haltbare Seafood-Regal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die präzise tierische Produktform"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SMOKED_TOFU"	"Räuchertofu"	"APPLICABLE"	"Fester Tofu mit deutlichem Raucharoma, durch Räuchern oder entsprechende Verarbeitung; nicht fermentierter Tofu."	"GENERAL_LOCAL"	"Tobias prüft „Räuchertofu“ in Rostock über das Hülsenfrucht-, Konserven- oder Trockensortiment eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Über das Hülsenfrucht-, Konserven- oder Trockensortiment eines gewöhnlichen großen Rostocker Supermarkts prüft Tobias in Rostock „Räuchertofu“ mit diesem inhaltlichen Maßstab: „Fester Tofu mit deutlichem Raucharoma, durch Räuchern oder entsprechende Verarbeitung; nicht fermentierter Tofu.“"	"OPTIONAL"	"Räuchertofu Fester Tofu mit deutlichem Raucharoma, durch Räuchern oder entsprechende…; Tobias Rostock Hülsenfrucht getrocknet vorgegart Sorte; Tofu; Das Hülsenfrucht-, Konserven- oder Trockensortiment eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SMOKED_TROUT"	"Räucherforelle"	"APPLICABLE"	"Geräucherte Forelle, ganz oder als Filet, mit festem Fleisch und mildem Raucharoma."	"GENERAL_BROAD"	"Tobias prüft „Räucherforelle“ in Rostock über gut sortierte Vollsortimenter und etablierte deutsche Händler für haltbare Seafoodprodukte, wobei die Evidenz die menschliche v2-Freigabe für diesen Weg und Kühlversand sowie einen gezielten Händlerbesuch ausweist."	"PLANNED"	"Über gut sortierte Vollsortimenter und etablierte deutsche Händler für haltbare Seafoodprodukte (Evidenzstand: die menschliche v2-Freigabe für diesen Weg und Kühlversand sowie einen gezielten Händlerbesuch) prüft Tobias in Rostock „Räucherforelle“, wobei folgende Abgrenzung gilt: „Geräucherte Forelle, ganz oder als Filet, mit festem Fleisch und mildem Raucharoma.“"	"REQUIRED"	"Räucherforelle Geräucherte Forelle, ganz oder als Filet, mit festem Fleisch und mildem…; Tobias Rostock Fisch Seafood exakte Art Konserve Trockenware; konservierter Fisch / Forelle; gut sortierte Vollsortimenter und etablierte deutsche Händler für haltbare Seafoodprodukte; gezielter Einkauf Deutschland Wochenvorlauf; die geforderte ganze oder körnige Form"	"AV2E-022"	"REFERENCE_ANCHOR|TOBIAS_ROSTOCK_PROFILE|RESEARCH_REQUIRED|REFERENCE_ANCHOR_V2"	"APPROVED_REFERENCE_ANCHOR_V2"
"SOBA"	"Soba"	"APPLICABLE"	"Japanische dünne Nudeln mit Buchweizen als typischem Teigbestandteil; Buchweizenanteil und Beimischung von Weizen können variieren."	"GENERAL_BROAD"	"Tobias prüft „Soba“ in Rostock über gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler."	"PLANNED"	"Tobias nutzt in Rostock gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler für „Soba“ nach dieser Produktbeschreibung: „Japanische dünne Nudeln mit Buchweizen als typischem Teigbestandteil; Buchweizenanteil und Beimischung von Weizen können variieren.“"	"OPTIONAL"	"Soba Japanische dünne Nudeln mit Buchweizen als typischem Teigbestandteil; Tobias Rostock Getreide Stärke Teigware genaue Form; Nudeln; gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler; gezielter Einkauf Deutschland Wochenvorlauf; die exakt festgelegte Darreichung"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SOBRASADA"	"Sobrasada"	"APPLICABLE"	"Streichfähige, mit Paprika gewürzte luftgereifte Rohwurst der Balearen, typischerweise aus Schweinefleisch; nicht Chorizo und nicht ’Nduja."	"SPECIALTY_BROAD"	"Tobias prüft „Sobrasada“ in Rostock über Directos – spicy sobrassade und Mitte Meer – Mediterranean direct shop, wobei die Evidenz ein dokumentiertes laufendes Angebot und Kühlversand sowie Standardversand ausweist."	"SPECIALTY"	"Über Directos – spicy sobrassade und Mitte Meer – Mediterranean direct shop (Evidenzstand: ein dokumentiertes laufendes Angebot und Kühlversand sowie Standardversand) prüft Tobias in Rostock „Sobrasada“, wobei folgende Abgrenzung gilt: „Streichfähige, mit Paprika gewürzte luftgereifte Rohwurst der Balearen, typischerweise aus Schweinefleisch; nicht Chorizo und nicht ’Nduja.“"	"REQUIRED"	"Sobrasada Streichfähige, mit Paprika gewürzte luftgereifte Rohwurst der Balearen…; Tobias Rostock Fleisch Wurst exakte Tierart Zuschnitt; gepökeltes oder luftgetrocknetes Fleisch / Schweinefleisch; Mitte Meer – Mediterranean direct shop | Directos – spicy sobrassade; mehrere unabhängige Fachhändler Marktbreite; die präzise tierische Produktform"	"AV2N-N-0167|AV2N-N-0168"	"TOBIAS_ROSTOCK_PROFILE|SPECIALTY_MARKET_BREADTH|RESEARCH_REQUIRED"	"PROPOSED_FOR_HUMAN_REVIEW"
"SOLE"	"Seezunge"	"APPLICABLE"	"Seezunge als feiner magerer Plattfisch mit zartem, festem Fleisch; nicht Scholle."	"GENERAL_BROAD"	"Deutsche See – frische Seezunge belegt: Deutsche See bietet die echte Seezunge Solea solea aktuell verfügbar als frischen ganzen Plattfisch an und liefert sie gekühlt. Der Bezug erfolgt über Deutschland und Österreich; gekühlte GO!-Express-Lieferung zum Wunschtermin; maßgeblich ist CHILLED_SHIPPING. Die Seite belegt ausdrücklich Seezunge und keine Scholle; Gewicht, kurze Haltbarkeit und Terminbestand müssen geprüft werden."	"PLANNED"	"Als planbare Route für Tobias in Rostock dient: Deutsche See bietet die echte Seezunge die Art Solea aktuell verfügbar als frischen ganzen Plattfisch an und liefert sie gekühlt. Die Seite belegt ausdrücklich Seezunge und keine Scholle; Gewicht, kurze Haltbarkeit und Terminbestand müssen geprüft werden."	"REQUIRED"	"Seezunge Solea solea frisch ganz Deutsche See verfügbar nicht Scholle | Tobias Rostock | Deutsche See – frische Seezunge | IN_STOCK CHILLED_SHIPPING"	"AV2N-N-0170"	"TOBIAS_ROSTOCK_PROFILE|RESEARCH_REQUIRED"	"PROPOSED_FOR_HUMAN_REVIEW"
"SOUR_CHERRY"	"Sauerkirsche"	"APPLICABLE"	"Sauerkirsche mit deutlich höherer Säure als Süßkirsche; frisch, tiefgekühlt oder ungesüßt konserviert verwendbar."	"GENERAL_BROAD"	"GLOBUS – Alnatura Bio-Sauerkirschen ungesüßt belegt formgenau: GLOBUS listet ungesüßte Alnatura-Sauerkirschen aus Sauerkirschen, Wasser und Sauerkirschsaft im regulären Konservensortiment. Für Tobias in Rostock gilt: Reguläres Sortiment im deutschen GLOBUS-Markthallennetz; konkrete Filiale für Bornheim oder Rostock prüfen; Logistik STANDARD_LOCAL. Belegt ist die zulässige konservierte, nicht die frische oder tiefgekühlte Form; Einzelmarktbestand bleibt offen."	"PLANNED"	"Im Rostocker Profil von Tobias ist maßgeblich: Sauerkirsche wird über den TK-Beutel als säuerliche Monofrucht geplant; Süßkirschen und gesüßte Fruchtzubereitungen sind ausgeschlossen."	"REQUIRED"	"GLOBUS Alnatura Bio Sauerkirschen ungesüßt Wasser Sauerkirschsaft Sortiment | Tobias in Rostock | REGULAR_RANGE STANDARD_LOCAL"	"AV2N-N-0172|AV2N-P-0028"	"TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE|RESEARCH_REQUIRED"	"PROPOSED_FOR_HUMAN_REVIEW"
"SOUR_CREAM"	"saure Sahne"	"APPLICABLE"	"Gesäuerter Rahm mit frischer Säure und mittlerem Fettgehalt; nicht Crème fraîche oder Quark."	"GENERAL_LOCAL"	"Der konkrete Bezug von „saure Sahne“ läuft über die Molkereikühlung eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Das Angebot zu „saure Sahne“ über die Molkereikühlung eines gewöhnlichen großen Rostocker Supermarkts kontrolliert Tobias in Rostock mit diesem inhaltlichen Maßstab: „Gesäuerter Rahm mit frischer Säure und mittlerem Fettgehalt; nicht Crème fraîche oder Quark.“"	"OPTIONAL"	"saure Sahne Gesäuerter Rahm mit frischer Säure und mittlerem Fettgehalt; Tobias Rostock Milchprodukt genaue Sorte Fettstufe; gesäuertes Milchprodukt; Die Molkereikühlung eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die verlangte frische Form"	""	"TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SOUR_RYE_STARTER"	"Żur-Saueransatz"	"APPLICABLE"	"Fermentierter Roggenmehl-Saueransatz (zakwas/żur) als flüssige Basis für żur/żurek; nicht die fertige Suppe. Gewürzzusätze können variieren."	"SPECIALTY_BROAD"	"Tobias prüft „Żur-Saueransatz“ in Rostock über Krakowiacy i Górale – Zakwas na żur 900 ml und Polskashop24 – Polish cooking aids with Zakwas, wobei die Evidenz ein dokumentiertes laufendes Angebot und Standardversand ausweist."	"SPECIALTY"	"Über Krakowiacy i Górale – Zakwas na żur 900 ml und Polskashop24 – Polish cooking aids with Zakwas (Evidenzstand: ein dokumentiertes laufendes Angebot und Standardversand) prüft Tobias in Rostock „Żur-Saueransatz“, wobei folgende Abgrenzung gilt: „Fermentierter Roggenmehl-Saueransatz (zakwas/żur) als flüssige Basis für żur/żurek; nicht die fertige Suppe. Gewürzzusätze können variieren.“"	"REQUIRED"	"Żur-Saueransatz Fermentierter Roggenmehl-Saueransatz (zakwas/żur) als flüssige Basis für…; Tobias Rostock Würzsauce Paste Essig exakte Sorte; fermentierte Würzzutat; Polskashop24 – Polish cooking aids with Zakwas | Krakowiacy i Górale – Zakwas na żur 900 ml; mehrere unabhängige Fachhändler Marktbreite; die exakt festgelegte Darreichung"	"AV2N-N-0175|AV2N-N-0176"	"TOBIAS_ROSTOCK_PROFILE|SPECIALTY_MARKET_BREADTH|RESEARCH_REQUIRED"	"PROPOSED_FOR_HUMAN_REVIEW"
"SOURDOUGH_BREAD"	"Sauerteigbrot"	"APPLICABLE"	"Brot mit Sauerteig als prägendem Trieb- und Aromamittel; Getreide und Säuregrad bleiben offen."	"GENERAL_LOCAL"	"Für „Sauerteigbrot“ wird das Angebot über das Back-, Süßwaren- oder Brotregal eines gewöhnlichen großen Rostocker Supermarkts kontrolliert."	"EASY"	"Die Beschaffung von „Sauerteigbrot“ über das Back-, Süßwaren- oder Brotregal eines gewöhnlichen großen Rostocker Supermarkts prüft Tobias in Rostock nach dieser Produktbeschreibung: „Brot mit Sauerteig als prägendem Trieb- und Aromamittel; Getreide und Säuregrad bleiben offen.“"	"OPTIONAL"	"Sauerteigbrot Brot mit Sauerteig als prägendem Trieb- und Aromamittel; Tobias Rostock Backware Süßungsmittel exakte Form; Brot oder Fladenbrot; Das Back-, Süßwaren- oder Brotregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SOY_DRINK"	"Sojadrink"	"APPLICABLE"	"Flüssiger Pflanzendrink aus Sojabohnen; gesüßte und ungesüßte Varianten sind umfasst."	"GENERAL_LOCAL"	"Die Beschaffung von „Sojadrink“ erfolgt in Rostock über das Pflanzendrinkregal eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Für „Sojadrink“ kontrolliert Tobias den Rostocker Bezug über das Pflanzendrinkregal eines gewöhnlichen großen Rostocker Supermarkts, wobei folgende Abgrenzung gilt: „Flüssiger Pflanzendrink aus Sojabohnen; gesüßte und ungesüßte Varianten sind umfasst.“"	"OPTIONAL"	"Sojadrink Flüssiger Pflanzendrink aus Sojabohnen; gesüßte und ungesüßte Varianten sind…; Tobias Rostock Pflanzendrink genaue Basis gesüßt ungesüßt; pflanzlicher Drink; Das Pflanzendrinkregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SOY_PRODUCTS"	"Sojazutat"	"APPLICABLE"	"Offene Vorgabe für Sojabohnen und daraus hergestellte kulinarische Produkte; konkrete Verarbeitung bleibt wählbar."	"GENERAL_LOCAL"	"Für „Sojazutat“ führt der Rostocker Marktweg über das Hülsenfrucht-, Konserven- oder Trockensortiment eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Den Weg über das Hülsenfrucht-, Konserven- oder Trockensortiment eines gewöhnlichen großen Rostocker Supermarkts nutzt Tobias in Rostock für „Sojazutat“ mit diesem inhaltlichen Maßstab: „Offene Vorgabe für Sojabohnen und daraus hergestellte kulinarische Produkte; konkrete Verarbeitung bleibt wählbar.“"	"OPTIONAL"	"Sojazutat Offene Vorgabe für Sojabohnen und daraus hergestellte kulinarische Produkte; Tobias Rostock Hülsenfrucht getrocknet vorgegart Sorte; Hülsenfrüchte; Das Hülsenfrucht-, Konserven- oder Trockensortiment eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SOY_SAUCE"	"Sojasauce"	"APPLICABLE"	"Fermentierte salzige Würzsauce auf Sojabohnenbasis; Stil, Weizenanteil, Farbe und Intensität bleiben offen."	"GENERAL_LOCAL"	"Für „Sojasauce“ wird das Angebot über das Saucen-, Essig- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts kontrolliert."	"EASY"	"Beim Rostocker Einkauf setzt Tobias für „Sojasauce“ auf das Saucen-, Essig- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts nach dieser Produktbeschreibung: „Fermentierte salzige Würzsauce auf Sojabohnenbasis; Stil, Weizenanteil, Farbe und Intensität bleiben offen.“"	"OPTIONAL"	"Sojasauce Fermentierte salzige Würzsauce auf Sojabohnenbasis; Tobias Rostock Würzsauce Paste Essig exakte Sorte; fermentierte Würzzutat / fertige Sauce oder Würzpaste; Das Saucen-, Essig- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
